"","varmx_sd_PC1_LDLDpre","varmx_sd_PC1_LDLDpost","varmx_sd_PC2_LDLDpre","varmx_sd_PC2_LDLDpost","varmx_sd_PC1_LDLDpre_vel","varmx_sd_PC1_LDLDpost_vel","varmx_sd_PC2_LDLDpre_vel","varmx_sd_PC2_LDLDpost_vel","varmx_sd_PC1_LDLDpre_acc","varmx_sd_PC1_LDLDpost_acc","varmx_sd_PC2_LDLDpre_acc","varmx_sd_PC2_LDLDpost_acc","varmx_PC1_movement_acc_sd_LDLD","varmx_PC2_movement_acc_sd_LDLD","varmx_PC1_movement_ori_sd_LDLD","varmx_PC2_movement_ori_sd_LDLD","varmx_PC1_movement_vel_sd_LDLD","varmx_PC2_movement_vel_sd_LDLD","varmx_PC1_movement_ori_sd_absLDLD","varmx_PC2_movement_ori_sd_absLDLD","varmx_PC1_movement_vel_sd_absLDLD","varmx_PC2_movement_vel_sd_absLDLD","varmx_PC1_movement_acc_sd_absLDLD","varmx_PC2_movement_acc_sd_absLDLD","varmx_distances_ori_sdLDLD","varmx_distances_vel_sdLDLD","varmx_distances_acc_sdLDLD"
"WxT_3.",0.176983425165785,0.17188537951866,-0.0603192731946249,-0.0787847416340776,-0.0111039661301108,-0.0178884268545824,0.00579527287738683,0.0211199707424548,-0.00601546953173635,-0.00416878142508931,-0.00383444852119347,-0.0149487361370969,-0.00184668810664704,0.0111142876159034,0.0050980456471249,0.0184654684394527,0.00678446072447159,-0.0153246978650679,0.0050980456471249,0.0184654684394527,0.00678446072447159,0.0153246978650679,0.00184668810664704,0.0111142876159034,0.0191562938510713,0.0167593338763065,0.0112666608261834
"WxT_30.",0.202695704004865,0.124706336412314,-0.0860070173919052,-0.0756073793971327,-0.00559524087022399,-0.00465501261372885,0.00978531425251762,0.000543738864772436,-0.0050605438775163,0.000337047814234889,-0.000634856040404257,-0.000548794820422593,-0.00539759169175119,-8.60612199816643e-05,0.0779893675925514,-0.0103996379947726,-0.000940228256495141,0.00924157538774518,0.0779893675925514,0.0103996379947726,0.000940228256495141,0.00924157538774518,0.00539759169175119,8.60612199816643e-05,0.0786796919662782,0.0092892811789551,0.00539827774428532
"WxT_31.",0.196322739732764,0.205832716082879,-0.0786634088141807,-0.0913583539470926,-0.0110911104040428,-0.0167359400332316,0.0249774235324664,0.0078280533973734,-0.00363091578180425,0.0079573807219379,-0.0110448222696832,-0.00895151902895429,-0.0115882965037421,-0.00209330324072887,-0.00950997635011447,0.0126949451329119,0.0056448296291888,0.017149370135093,0.00950997635011447,0.0126949451329119,0.0056448296291888,0.017149370135093,0.0115882965037421,0.00209330324072887,0.0158619444617418,0.0180545007566808,0.0117758453758653
"WxT_34.",0.180071990238759,0.182060530699776,-0.0729951728056657,-0.0444544427348905,-0.00866589607345425,-0.0048998774249897,0.0394095153165329,0.00416887344157387,-0.00387204600583187,-0.00545003607949452,-0.0054536612390165,-0.00365107440206225,0.00157799007366265,-0.00180258683695425,-0.00198854046101654,-0.0285407300707752,-0.00376601864846455,0.035240641874959,0.00198854046101654,0.0285407300707752,0.00376601864846455,0.035240641874959,0.00157799007366265,0.00180258683695425,0.0286099207642725,0.0354412998663945,0.00239569864075985
"WxT_35.",0.251991214966454,0.219372042704152,-0.139979825338693,-0.0793641057791054,-0.00770579288349884,-0.00822592525043634,0.0291550181665012,0.0104218047572085,-0.00575573660998151,0.00558006314620245,-0.0151522347819072,-0.00597864732612657,-0.011335799756184,-0.00917358745578067,0.0326191722623019,-0.0606157195595874,0.000520132366937492,0.0187332134092927,0.0326191722623019,0.0606157195595874,0.000520132366937492,0.0187332134092927,0.011335799756184,0.00917358745578067,0.0688351353365727,0.0187404328209687,0.0145826973815257
"WxT_36.",0.202624505290981,0.202066689766132,-0.098001765534595,-0.0573494764547585,-0.0132235881553392,-0.00173043660641503,0.0230003300005271,0.0133709174130788,-0.00609920943601973,-0.00209325946812279,-0.00847516357446251,-0.00167988340015245,-0.00400594996789695,-0.00679528017431005,0.000557815524848487,-0.0406522890798365,-0.0114931515489242,0.00962941258744832,0.000557815524848487,0.0406522890798365,0.0114931515489242,0.00962941258744832,0.00400594996789695,0.00679528017431005,0.0406561159678388,0.0149939360844925,0.00788818532950797
"WxT_38.",0.16319387056484,0.153723468387748,-0.129870313173533,-0.124684597937008,-0.00906632760700388,-0.0216415430137262,-0.0116686004258917,0.00722905058198435,0.00430924094300097,0.0127309602397011,0.00303347115303942,-0.00608408961565901,-0.00842171929670008,0.00911756076869844,0.00947040217709269,-0.00518571523652439,0.0125752154067223,-0.018897651007876,0.00947040217709269,0.00518571523652439,0.0125752154067223,0.018897651007876,0.00842171929670008,0.00911756076869844,0.0107972292700583,0.0226992787581664,0.0124119003493953
"WxT_39.",0.143783682462551,0.161292802142075,-0.106984533715459,-0.0885297550129009,-0.00764202442769591,-0.00859708652079929,-0.00815121629288536,0.00328787944990244,0.00149822194900745,0.00261742128066058,0.00371534605042962,-0.00065563363841304,-0.00111919933165312,0.00437097968884266,-0.0175091196795235,-0.0184547787025583,0.000955062093103382,-0.0114390957427878,0.0175091196795235,0.0184547787025583,0.000955062093103382,0.0114390957427878,0.00111919933165312,0.00437097968884266,0.0254391062915402,0.0114788960712409,0.00451199186438184
"WxT_4.",0.128972957587907,0.213978059487821,-0.0816501990427442,-0.0948119650823572,-0.00231618470480559,-0.0134518241347891,-0.00987970757110047,-0.00165004935062922,0.00146207944203182,0.0093732315771827,0.00578748552524518,-0.000705131594491781,-0.00791115213515088,0.00649261711973696,-0.0850051018999142,0.013161766039613,0.0111356394299835,-0.00822965822047125,0.0850051018999142,0.013161766039613,0.0111356394299835,0.00822965822047125,0.00791115213515088,0.00649261711973696,0.0860180180793321,0.0138466508564481,0.0102342759963274
"WxT_40.",0.219278001712182,0.213929854035849,-0.103949193624869,-0.0948478399223747,-0.0118121808834882,-0.0151779289675332,0.0166837340415659,0.0115602108066026,0.00141211223271839,-0.000239475433975199,-0.00166824252339885,-0.00770690136925993,0.00165158766669359,0.00603865884586108,0.00534814767633213,-0.00910135370249399,0.00336574808404501,0.00512352323496332,0.00534814767633213,0.00910135370249399,0.00336574808404501,0.00512352323496332,0.00165158766669359,0.00603865884586108,0.010556387771665,0.00613015093651548,0.00626044267424203
"WxT_41.",0.242710580987881,0.173050771259028,-0.174906658807293,-0.0855315332721858,-0.023321906556637,-0.0132089379754663,0.00820644751962558,0.00996278788633541,-0.0014381136856209,-0.000296425793564488,-0.00561510311423507,-0.00947604609128237,-0.00114168789205641,0.0038609429770473,0.0696598097288525,-0.0893751255351069,-0.0101129685811707,-0.00175634036670983,0.0696598097288525,0.0893751255351069,0.0101129685811707,0.00175634036670983,0.00114168789205641,0.0038609429770473,0.113315498303966,0.0102643492247429,0.00402620564736566
"WxT_42.",0.141202538099845,0.155757487495895,-0.0896530113369359,-0.0825938475383077,-0.00780406774005622,-0.0131885576458421,0.00123793995387492,0.000942631436081605,0.00177899850622682,0.00409860181484278,-0.00368902688469921,-0.00505584495165814,-0.00231960330861596,0.00136681806695893,-0.0145549493960503,-0.00705916379862816,0.00538448990578583,0.000295308517793319,0.0145549493960503,0.00705916379862816,0.00538448990578583,0.000295308517793319,0.00231960330861596,0.00136681806695893,0.0161764750628017,0.00539258181821943,0.00269235048563657
"WxT_44.",0.214766810476861,0.234662619630377,-0.0825235842859804,-0.0870643511448546,-0.0116891164275297,-0.00406346261880423,0.0241927680441013,0.00933345030540002,-0.00175841243611105,-0.00184340667210903,-0.00870219639149113,-0.0035613822393448,8.49942359979745e-05,-0.00514081415214633,-0.0198958091535159,0.00454076685887427,-0.00762565380872546,0.0148593177387013,0.0198958091535159,0.00454076685887427,0.00762565380872546,0.0148593177387013,8.49942359979745e-05,0.00514081415214633,0.0204073953639307,0.0167017939057519,0.00514151671854335
"WxT_45.",0.167530117940584,0.145225432657265,-0.0670162472714227,-0.0702511041503745,-0.00589090506749877,-0.00773894488994107,0.0165642511956434,0.0142133252038953,0.000588653244771627,0.00148754525677147,-0.00233968493937903,-0.00808869530929345,-0.000898892011999847,0.00574901036991442,0.0223046852833191,0.00323485687895174,0.0018480398224423,0.00235092599174806,0.0223046852833191,0.00323485687895174,0.0018480398224423,0.00235092599174806,0.000898892011999847,0.00574901036991442,0.0225380408335598,0.00299033513239055,0.00581885960327456
"WxT_46.",0.17794252799245,0.229899664297898,-0.0610797992596123,-0.0987386978159222,-0.00494911000042785,-0.0114047179464696,0.00971226071048726,0.0171020200047439,0.00123907314130466,0.00265395395854067,-0.004796096548019,-0.00397510442507328,-0.00141488081723602,-0.000820992122945715,-0.0519571363054482,0.0376588985563099,0.00645560794604177,-0.00738975929425665,0.0519571363054482,0.0376588985563099,0.00645560794604177,0.00738975929425665,0.00141488081723602,0.000820992122945715,0.0641695929045632,0.00981241134380588,0.00163582266548712
"WxT_47.",0.142839908697197,0.115587663026751,-0.108418902686427,-0.0493286042480297,-0.00786080708142639,0.00312010009544829,0.046271890877858,0.00130944859310921,-0.00998746111812901,0.00121193037694794,-0.0128370677608166,-0.00184568564712995,-0.011199391495077,-0.0109913821136867,0.0272522456704461,-0.0590902984383972,-0.0109809071768747,0.0449624422847488,0.0272522456704461,0.0590902984383972,0.0109809071768747,0.0449624422847488,0.011199391495077,0.0109913821136867,0.0650718699871242,0.0462839231119889,0.0156919358470863
"WxT_48.",0.151259812660192,0.156720119054209,-0.0726340857558125,-0.0805421581614485,0.000171750690013837,-0.011438772603812,-0.00275620567994322,0.00756030588472923,0.00148121212786066,0.00263494035319305,0.00272302775487528,-0.00340497466344475,-0.00115372822533239,0.00612800241832004,-0.00546030639401784,0.00790807240563593,0.0116105232938259,-0.0103165115646724,0.00546030639401784,0.00790807240563593,0.0116105232938259,0.0103165115646724,0.00115372822533239,0.00612800241832004,0.00961002367787575,0.0155317308121308,0.00623566375431396
"WxT_49.",0.187847095213362,0.117802920329323,-0.110170435184977,-0.0511060432283784,-0.00642223730350945,-0.00893907873286736,0.0204333109366627,0.00433338366620507,-0.00711167547333812,-0.000298860440005458,-0.00501045766741407,-0.00551719881538056,-0.00681281503333266,0.000506741147966496,0.0700441748840389,-0.059064391956599,0.00251684142935792,0.0160999272704577,0.0700441748840389,0.059064391956599,0.00251684142935792,0.0160999272704577,0.00681281503333266,0.000506741147966496,0.091623080238489,0.0162954640588895,0.00683163488994003
"WxT_5.",0.202004119974718,0.13393953070519,-0.229821749565406,-0.120385902920075,-0.0484525529465409,-0.0223981926215488,0.0456723989753169,0.0164570916346933,0.0157871582337785,0.0114426070000351,-0.0235620746408004,-0.00820577251731928,0.00434455123374345,-0.0153563021234811,0.0680645892695281,-0.109435846645331,-0.0260543603249922,0.0292153073406235,0.0680645892695281,0.109435846645331,0.0260543603249922,0.0292153073406235,0.00434455123374345,0.0153563021234811,0.128875881542708,0.0391454195909511,0.0159590457211655
"WxT_50.",0.157545293498006,0.115959427153707,-0.103321175282846,-0.0567876734902357,-0.00366685203584403,-0.00865815888805904,0.00340458054469215,0.010900721905747,-0.00497061824174134,-0.00145140239921605,0.006040366944548,-0.00355501936347826,-0.00351921584252529,0.00959538630802626,0.0415858663442994,-0.0465335017926098,0.00499130685221501,-0.0074961413610549,0.0415858663442994,0.0465335017926098,0.00499130685221501,0.0074961413610549,0.00351921584252529,0.00959538630802626,0.0624079407502664,0.00900584695616612,0.0102203873970872
"WxT_51.",0.165609749714181,0.156288569084445,-0.075651895612555,-0.0772108302501402,-0.00711608035759807,-0.00880779206765059,0.00902830814572395,0.00629508370959278,0.000133780425117491,0.00113837081526466,-0.00181712577292594,-0.00376684434359374,-0.00100459039014717,0.0019497185706678,0.0093211806297358,0.00155893463758519,0.00169171171005252,0.00273322443613117,0.0093211806297358,0.00155893463758519,0.00169171171005252,0.00273322443613117,0.00100459039014717,0.0019497185706678,0.00945064471538449,0.00321440575039826,0.00219330899710527
"WxT_52.",0.167308713696245,0.151192919647334,-0.115546251770887,-0.0942701112187717,-0.00442639948116035,-0.00951346091607239,-0.00331663498756555,0.00793355222888236,-0.00336716045389918,0.00169745245548163,0.00302344530246836,-0.00344767359898264,-0.0050646129093808,0.006471118901451,0.0161157940489119,-0.0212761405521149,0.00508706143491204,-0.0112501872164479,0.0161157940489119,0.0212761405521149,0.00508706143491204,0.0112501872164479,0.0050646129093808,0.006471118901451,0.0266906907857458,0.0123468581609937,0.00821740127769012
"WxT_55.",0.248088673490293,0.181359669957731,-0.0893861171545076,-0.0787915585092682,-0.00351708637474928,0.0103163603615463,0.00820947450019826,-0.00401727051046655,0.00181267209806221,-0.0017603039358527,-0.00335468509804413,0.00550419475093341,0.00357297603391491,-0.00885887984897754,0.0667290035325628,-0.0105945586452395,-0.0138334467362956,0.0122267450106648,0.0667290035325628,0.0105945586452395,0.0138334467362956,0.0122267450106648,0.00357297603391491,0.00885887984897754,0.0675648176593129,0.0184623276474485,0.00955227250017244
"WxT_56.",0.10574427395326,0.128421184713091,-0.0686112655240178,-0.0925999656113921,-0.00612370635906538,-0.0199570475523356,0.0130131117042432,0.0014421069981497,0.00257647763389798,0.00684335239244047,-0.00328016646544238,-0.00248123982182194,-0.00426687475854249,-0.000798926643620439,-0.022676910759832,0.0239887000873744,0.0138333411932702,0.0115710047060935,0.022676910759832,0.0239887000873744,0.0138333411932702,0.0115710047060935,0.00426687475854249,0.000798926643620439,0.0330106045611312,0.0180346743380041,0.00434102568374959
"WxT_57.",0.150454731085742,0.170037072502489,-0.0827572363162923,-0.0409793635057564,0.00215538069994086,-0.00326944512154598,0.0176656996842417,8.29497067041372e-05,-0.0061186399442369,0.00356686950907828,-0.00223009206156002,-0.00228968294891748,-0.00968550945331517,5.95908873574635e-05,-0.0195823414167468,-0.0417778728105359,0.00542482582148683,0.0175827499775375,0.0195823414167468,0.0417778728105359,0.00542482582148683,0.0175827499775375,0.00968550945331517,5.95908873574635e-05,0.0461395573443802,0.0184005932503837,0.00968569277047923
"WxT_58.",0.129485477561586,0.121037684063537,-0.0843854980927394,-0.0692579349686299,-0.00688392556263612,-0.00672099827940368,0.00105671156112264,0.00295454512468203,0.00219397856065761,0.00364482806700635,0.00125568323778395,-0.00171094765154227,-0.00145084950634874,0.00296663088932622,0.00844779349804847,-0.0151275631241095,-0.000162927283232441,-0.00189783356355939,0.00844779349804847,0.0151275631241095,0.000162927283232441,0.00189783356355939,0.00145084950634874,0.00296663088932622,0.0173265224745068,0.00190481430449113,0.00330240262893198
"WxT_59.",0.1693861304112,0.265406484588358,-0.102979176649586,-0.0556861542774334,-0.00772637912170793,-0.00181608598355067,0.0144363826772817,0.0127749601580492,-0.00109818254097558,0.00220109599333657,-0.00402822733529605,-0.00330759006185206,-0.00329927853431215,-0.000720637273443987,-0.0960203541771585,-0.0472930223721523,-0.00591029313815726,0.00166142251923258,0.0960203541771585,0.0472930223721523,0.00591029313815726,0.00166142251923258,0.00329927853431215,0.000720637273443987,0.107035220284726,0.00613937209870537,0.00337706335842988
