"","varmx_sd_PC1_LDLDpre","varmx_sd_PC1_LDLDpost","varmx_sd_PC2_LDLDpre","varmx_sd_PC2_LDLDpost","varmx_sd_PC1_LDLDpre_vel","varmx_sd_PC1_LDLDpost_vel","varmx_sd_PC2_LDLDpre_vel","varmx_sd_PC2_LDLDpost_vel","varmx_sd_PC1_LDLDpre_acc","varmx_sd_PC1_LDLDpost_acc","varmx_sd_PC2_LDLDpre_acc","varmx_sd_PC2_LDLDpost_acc","varmx_PC1_movement_acc_sd_LDLD","varmx_PC2_movement_acc_sd_LDLD","varmx_PC1_movement_ori_sd_LDLD","varmx_PC2_movement_ori_sd_LDLD","varmx_PC1_movement_vel_sd_LDLD","varmx_PC2_movement_vel_sd_LDLD","varmx_PC1_movement_ori_sd_absLDLD","varmx_PC2_movement_ori_sd_absLDLD","varmx_PC1_movement_vel_sd_absLDLD","varmx_PC2_movement_vel_sd_absLDLD","varmx_PC1_movement_acc_sd_absLDLD","varmx_PC2_movement_acc_sd_absLDLD","varmx_distances_ori_sdLDLD","varmx_distances_vel_sdLDLD","varmx_distances_acc_sdLDLD"
"WxT_6.",0.198076898582122,0.147516013661045,-0.0338802435173675,-0.0549611540115231,0.000299527624756548,-0.00553740094574277,0.0169270598878449,0.016066983097883,-0.00592274947316377,0.00444862386418295,-0.00412782328521389,-0.00653109842998894,-0.0103713733373467,0.00240327514477504,0.0505608849210777,0.0210809104941556,0.00583692857049932,0.000860076789961913,0.0505608849210777,0.0210809104941556,0.00583692857049932,0.000860076789961913,0.0103713733373467,0.00240327514477504,0.0547796300760151,0.00589995484912744,0.0106461784845136
"WxT_61.",0.211416741987642,0.196431352018325,-0.126248555943877,-0.0940194871364973,-0.00451364843552691,-0.00323332589475262,0.00665890304746963,0.00496944454194169,0.000959851075335566,-0.00172915796405963,-0.00084472810440178,-0.00294182972712619,0.00268900903939519,0.00209710162272441,0.0149853899693169,-0.0322290688073795,-0.00128032254077429,0.00168945850552794,0.0149853899693169,0.0322290688073795,0.00128032254077429,0.00168945850552794,0.00268900903939519,0.00209710162272441,0.0355425771255167,0.00211978674642414,0.00341007402118816
"WxT_62.",0.140258882743954,0.203806904030399,-0.089663855598376,-0.0503854489654914,-0.0157773801597656,-0.00651248305853854,0.0156122991850245,0.0121980334626102,0.00107277010981065,-0.00235683895241006,-0.007719543280777,-0.00533408836975196,0.00342960906222072,-0.00238545491102504,-0.0635480212864454,-0.0392784066328846,-0.00926489710122707,0.00341426572241432,0.0635480212864454,0.0392784066328846,0.00926489710122707,0.00341426572241432,0.00342960906222072,0.00238545491102504,0.0747070561395692,0.00987398241438474,0.00417763251761089
"WxT_63.",0.158622668968489,0.174516429443774,-0.115481413458767,-0.0870977082980467,-0.0174899813572153,-0.00800799218857226,-0.00525084635955216,0.00181227560663583,0.0108837029548167,0.0022581619250115,-0.00288141894818275,-0.00200621611954339,0.00862554102980517,-0.000875202828639361,-0.015893760475285,-0.0283837051607204,-0.00948198916864301,-0.007063121966188,0.015893760475285,0.0283837051607204,0.00948198916864301,0.007063121966188,0.00862554102980517,0.000875202828639361,0.0325306984354231,0.0118235278366277,0.00866982918217601
"WxT_64.",0.134316498602622,0.172715975579551,-0.111245538805479,-0.0841694527126269,-0.00976346428682953,-0.00633388328833195,0.00318262870916442,0.0129644679455521,0.000177848090656039,-0.000167646136415131,-0.0040224409521191,-0.009743929700377,0.00034549422707117,0.0057214887482579,-0.0383994769769284,-0.0270760860928524,-0.00342958099849758,-0.00978183923638766,0.0383994769769284,0.0270760860928524,0.00342958099849758,0.00978183923638766,0.00034549422707117,0.0057214887482579,0.0469854687133076,0.0103656357582055,0.00573191065504176
"WxT_65.",0.211997350973275,0.208074472472617,-0.13312411041174,-0.0817737665452465,-0.00325579141984652,-0.00384075327045767,0.0233675053617596,0.00140884436648431,-0.00293037807493399,-0.000718545020819341,-0.00182128561700344,-0.00108007139246114,-0.00221183305411465,-0.000741214224542304,0.00392287850065795,-0.0513503438664933,0.00058496185061115,0.0219586609952753,0.00392287850065795,0.0513503438664933,0.00058496185061115,0.0219586609952753,0.00221183305411465,0.000741214224542304,0.0514999688440491,0.0219664510805021,0.00233272458424435
"WxT_66.",0.191887599966655,0.211121788467784,-0.14767145777714,-0.0859716878770302,-0.0214420538788247,-0.00281297186623364,0.00727243394861328,0.00152855368209391,0.00812272485977218,0.00527467283627161,-0.00623074623708093,0.00142621704376218,0.00284805202350056,-0.00765696328084311,-0.0192341885011288,-0.0616997699001098,-0.0186290820125911,0.00574388026651936,0.0192341885011288,0.0616997699001098,0.0186290820125911,0.00574388026651936,0.00284805202350056,0.00765696328084311,0.0646282880248538,0.0194944827360963,0.00816948511307447
"WxT_68.",0.168543032007784,0.223953228829123,-0.112972392844971,-0.111509122007233,-0.00936404001039013,-0.00671816423469008,0.00603584180711561,-0.000120121031297808,0.00207886992650977,0.00641871850838911,-0.00260914432139315,-0.0021335830228732,-0.00433984858187934,-0.000475561298519948,-0.0554101968213389,-0.00146327083773802,-0.00264587577570006,0.00615596283841342,0.0554101968213389,0.00146327083773802,0.00264587577570006,0.00615596283841342,0.00433984858187934,0.000475561298519948,0.0554295144604758,0.006700487824656,0.0043658268703981
"WxT_69.",0.152063197109546,0.2008735421035,-0.166526396346904,-0.0555818071824587,-0.00478342659216061,0.012861269197256,-0.00732477245119336,0.00835273221336219,0.000580931236993154,-0.00709603266382252,0.0024037191120614,0.00854770708718061,0.00767696390081567,-0.00614398797511921,-0.0488103449939544,-0.110944589164446,-0.0176446957894166,-0.0156775046645556,0.0488103449939544,0.110944589164446,0.0176446957894166,0.0156775046645556,0.00767696390081567,0.00614398797511921,0.121207061029036,0.023603377766926,0.00983282070277071
"WxT_71.",0.118463283242039,0.203504565726875,-0.118120991864476,-0.0897100125709506,-0.0177303320503271,-0.00796164962222231,0.00739929622974887,0.00603754095513702,0.00388007488260342,0.00365240414965154,-0.00687821402871661,-0.00217283153462106,0.000227670732951872,-0.00470538249409554,-0.0850412824848359,-0.0284109792935257,-0.00976868242810483,0.00136175527461185,0.0850412824848359,0.0284109792935257,0.00976868242810483,0.00136175527461185,0.000227670732951872,0.00470538249409554,0.0896616053340716,0.00986314015965997,0.00471088721775247
"WxT_73.",0.150787254105554,0.1678522026509,-0.0842983826219346,-0.0748618077220445,-0.00521580215495639,-0.0137642408882688,0.0180177353043664,0.0174094459038136,-0.00295560775304886,0.00320037306840342,-0.00336039831518635,-0.0061095392262712,-0.00615598082145228,0.00274914091108485,-0.0170649485453456,-0.00943657489989012,0.00854843873331246,0.000608289400552773,0.0170649485453456,0.00943657489989012,0.00854843873331246,0.000608289400552773,0.00615598082145228,0.00274914091108485,0.0195002926823299,0.00857005372048633,0.00674194894841905
"WxT_74.",0.165953943369682,0.179762101925449,-0.0665786283341791,-0.0818833900205149,-0.00334956435662535,-0.00018289281628823,0.0105945852605455,-0.00564582676978277,-0.00147024014245731,0.00320074794858654,-0.00223398463294652,0.00180017371701517,-0.00467098809104385,-0.00403415834996169,-0.0138081585557675,0.0153047616863358,-0.00316667154033712,0.0162404120303283,0.0138081585557675,0.0153047616863358,0.00316667154033712,0.0162404120303283,0.00467098809104385,0.00403415834996169,0.0206131262300687,0.016546262162773,0.00617191731467938
"WxT_76.",0.180474921930795,0.216396760340223,-0.134462741873445,-0.0773766019315157,-0.0208797259294938,-0.00821398888188167,0.000594605032181662,0.015364621816975,0.00459654170784291,0.00179218176485245,-0.00545527917002463,-0.000706222039897549,0.00280435994299046,-0.00474905713012708,-0.0359218384094275,-0.0570861399419293,-0.0126657370476122,-0.0147700167847934,0.0359218384094275,0.0570861399419293,0.0126657370476122,0.0147700167847934,0.00280435994299046,0.00474905713012708,0.0674478009143557,0.0194569856550888,0.00551524961493678
"WxT_77.",0.173962237485927,0.179783078688321,-0.14220557531234,-0.0737707003052228,-0.0187378486948806,0.00431421583654078,0.00639277272748078,-0.00532785085261244,0.010804172220284,0.00270942683580661,-0.00204415219853835,0.0101485105891439,0.00809474538447738,-0.0121926627876822,-0.0058208412023944,-0.0684348750071176,-0.0230520645314214,0.0117206235800932,0.0058208412023944,0.0684348750071176,0.0230520645314214,0.0117206235800932,0.00809474538447738,0.0121926627876822,0.0686819795109554,0.0258606012356065,0.0146350923705199
"WxT_78.",0.159346243730407,0.120085881668702,-0.105440773942315,-0.0592411464503301,0.00257363464148532,-0.00391416091808071,0.00723887234313303,0.00296322734807623,-0.0004748025432978,0.000468249918895584,0.00935059801767075,-0.00293954914303956,-0.000943052462193384,0.0122901471607103,0.0392603620617048,-0.0461996274919853,0.00648779555956603,0.0042756449950568,0.0392603620617048,0.0461996274919853,0.00648779555956603,0.0042756449950568,0.000943052462193384,0.0122901471607103,0.0606282245296228,0.0077699827121094,0.0123262753976359
"WxT_9.",0.276592767667453,0.203393840142799,-0.17624690871005,-0.109096044872582,-0.0287883283425181,-0.0146969575748742,0.00292307712058808,0.0057770234052105,0.00359053109092813,0.000717470720080666,-0.0159952871711675,-0.00788417463986145,0.00287306037084746,-0.00811111253130606,0.0731989275246542,-0.067150863837468,-0.0140913707676439,-0.00285394628462242,0.0731989275246542,0.067150863837468,0.0140913707676439,0.00285394628462242,0.00287306037084746,0.00811111253130606,0.0993343923567147,0.0143774733352811,0.00860491849990715
