"","sd_PC1_LDLDpre","sd_PC1_LDLDpost","sd_PC2_LDLDpre","sd_PC2_LDLDpost","sd_PC1_LDLDpre_vel","sd_PC1_LDLDpost_vel","sd_PC2_LDLDpre_vel","sd_PC2_LDLDpost_vel","sd_PC1_LDLDpre_acc","sd_PC1_LDLDpost_acc","sd_PC2_LDLDpre_acc","sd_PC2_LDLDpost_acc","PC1_movement_acc_sd_LDLD","PC2_movement_acc_sd_LDLD","PC1_movement_ori_sd_LDLD","PC2_movement_ori_sd_LDLD","PC1_movement_vel_sd_LDLD","PC2_movement_vel_sd_LDLD","PC1_movement_ori_sd_absLDLD","PC2_movement_ori_sd_absLDLD","PC1_movement_vel_sd_absLDLD","PC2_movement_vel_sd_absLDLD","PC1_movement_acc_sd_absLDLD","PC2_movement_acc_sd_absLDLD","distances_ori_sdLDLD","distances_vel_sdLDLD","distances_acc_sdLDLD"
"WxT_62.",0.201584011848565,0.212855376323288,0.00731866874088395,0.0633540861028491,-0.0056454029482934,0.00196816649510285,0.0214953322794195,0.0139476391645346,0.00435507502804701,0.000148803217044112,-0.00777969483063676,-0.00651636812980971,0.0042062718110029,-0.00126332670082704,-0.0112713644747229,-0.0560354173619651,-0.00761356944339624,0.00754769311488485,0.0112713644747229,0.0560354173619651,0.00761356944339624,0.00754769311488485,0.0042062718110029,0.00126332670082704,0.0571577786136906,0.0107207327653429,0.00439189217775894
"WxT_63.",0.209788528352575,0.213147051846333,-0.014258189786327,0.0198516077252337,-0.0185077884375888,-0.00586262353476181,0.00444553539064768,0.00569436483274454,0.0109328731446587,0.00309953720961903,0.00256675421183162,-0.00190000151506814,0.00783333593503969,0.00446675572689976,-0.00335852349375762,-0.0341097975115606,-0.012645164902827,-0.00124882944209685,0.00335852349375762,0.0341097975115606,0.012645164902827,0.00124882944209685,0.00783333593503969,0.00446675572689976,0.0342747423963739,0.0127066821159237,0.00901737537174625
"WxT_64.",0.217908594937216,0.216476991904987,-0.00996934764162822,0.0240880052995544,-0.00692594812480826,0.00253267508703294,0.00774457065784355,0.0145134473592058,0.00169444036235372,0.00353240493511219,-0.00322859711581694,-0.00795626847181003,-0.00183796457275846,0.00472767135599309,0.00143160303222886,-0.0340573529411827,-0.00945862321184119,-0.00676887670136224,0.00143160303222886,0.0340573529411827,0.00945862321184119,0.00676887670136224,0.00183796457275846,0.00472767135599309,0.0340874284245992,0.0116311325700392,0.0050723752050684
"WxT_65.",0.293030191536038,0.249028106373531,0.00885015042060076,0.0452092969520562,-0.00179582340351751,-0.00252137733683971,0.0204550117468829,0.00319451053241119,-0.00161974898823655,-0.00029794632882293,-0.004272401014363,-0.000952471996722117,-0.00132180265941363,-0.00331992901764088,0.0440020851625069,-0.0363591465314555,0.000725553933322192,0.0172605012144718,0.0440020851625069,0.0363591465314555,0.000725553933322192,0.0172605012144718,0.00132180265941363,0.00331992901764088,0.0570803909862604,0.0172757439980147,0.0035733864824011
"WxT_66.",0.287451638243127,0.253997972131659,-0.0119750184738308,0.0432012741587761,-0.0159035461602204,0.00288529284342918,0.0171568479919592,0.00326442928204588,0.0102762639406868,0.00422464801254291,-0.00387084465023058,0.00355569829751892,0.00605161592814392,-0.00742654294774951,0.0334536661114682,-0.0551762926326068,-0.0187888390036496,0.0138924187099134,0.0334536661114682,0.0551762926326068,0.0187888390036496,0.0138924187099134,0.00605161592814392,0.00742654294774951,0.0645257393989147,0.0233670658987519,0.0095799580112093
"WxT_68.",0.238886248352212,0.272953075930311,0.00182380513155077,0.0255197301777091,-0.00710527271277491,-0.00472178402609975,0.00975884928420369,0.00348891872469971,0.00319020845016849,0.00671078482044528,-0.00257601569607347,0.000734318759243263,-0.00352057637027679,-0.00331033445531673,-0.0340668275780993,-0.0236959250461584,-0.00238348868667516,0.00626993055950398,0.0340668275780993,0.0236959250461584,0.00238348868667516,0.00626993055950398,0.00352057637027679,0.00331033445531673,0.0414975373369204,0.00670768570674792,0.00483247060880958
"WxT_69.",0.25846292774755,0.235839289618254,-0.0499167423537408,0.0667856329033574,-0.0146536581577208,0.0118789813895719,-0.00455764038481355,0.000125039120182944,3.58922142110089e-05,-0.00906380372026381,0.000389759084060747,0.00118380076848943,0.00909969593447482,-0.000794041684428684,0.0226236381292961,-0.116702375257098,-0.0265326395472927,-0.00468267950499649,0.0226236381292961,0.116702375257098,0.0265326395472927,0.00468267950499649,0.00909969593447482,0.000794041684428684,0.118875032672357,0.0269426882232095,0.00913427437164594
"WxT_71.",0.198443241348426,0.243845415723168,-0.0276491112028765,0.0339128283409729,-0.0132480799885562,-0.00568358728509859,0.0152827841923593,0.00906054062400195,0.00612938995995739,0.00431692607104017,-0.0039021548777928,-0.000945826184363906,0.00181246388891722,-0.00295632869342889,-0.0454021743747416,-0.0615619395438494,-0.00756449270345762,0.00622224356835736,0.0454021743747416,0.0615619395438494,0.00756449270345762,0.00622224356835736,0.00181246388891722,0.00295632869342889,0.0764933319862262,0.00979478763856717,0.00346769443466692
"WxT_73.",0.211019816987283,0.207086551041425,0.0184839278433417,0.0294868680531098,0.00242130002924435,-0.00201299734331254,0.0178525628919023,0.0221038814517302,-0.000950925021375443,0.00562404853999479,-0.00600375413077242,-0.00531857478310565,-0.00657497356137023,-0.000685179347666771,0.00393326594585794,-0.0110029402097681,0.0044342973725569,-0.00425131855982794,0.00393326594585794,0.0110029402097681,0.0044342973725569,0.00425131855982794,0.00657497356137023,0.000685179347666771,0.011684830947026,0.00614302064829693,0.00661057849746803
"WxT_74.",0.195036667576195,0.205696078974897,0.0331343879503208,0.0231508951200579,0.00244782617851868,-0.00651445956603777,0.0107847230080857,-0.00512414790866601,-9.35229755669158e-05,0.00202499602186721,-0.00416402624984668,0.00371555635938954,-0.00211851899743412,-0.00787958260923622,-0.0106594113987017,0.00998349283026291,0.00896228574455645,0.0159088709167518,0.0106594113987017,0.00998349283026291,0.00896228574455645,0.0159088709167518,0.00211851899743412,0.00787958260923622,0.0146045602624209,0.01825964785019,0.00815940836324958
"WxT_76.",0.263890998094789,0.247572518367296,-0.00917515199606739,0.0505455959048116,-0.0137404993228035,0.0014868713385644,0.0117207354110383,0.0174643519577016,0.00674204025523114,0.00267153607938517,-0.00460564234674833,-0.0031583133709722,0.00407050417584597,-0.00144732897577613,0.0163184797274937,-0.059720747900879,-0.0152273706613679,-0.00574361654666333,0.0163184797274937,0.059720747900879,0.0152273706613679,0.00574361654666333,0.00407050417584597,0.00144732897577613,0.0619101002297442,0.0162745798192701,0.0043201580306397
"WxT_77.",0.256839221948039,0.22369206609001,-0.0213171245321706,0.039222481502329,-0.0169899325165132,-0.00130626349418106,0.0146779818757752,-0.00704139368097842,0.0111086366390918,-0.00102915641147887,0.000764663166572849,0.00787958721310817,0.0121377930505707,-0.00711492404653532,0.0331471558580288,-0.0605396060344996,-0.0156836690223321,0.0217193755567537,0.0331471558580288,0.0605396060344996,0.0156836690223321,0.0217193755567537,0.0121377930505707,0.00711492404653532,0.0690201263421683,0.0267900867594222,0.0140694052584482
"WxT_78.",0.26510835412074,0.148518194556033,0.0192906274589114,0.0151592703625839,-0.000997642623978949,-0.00162683428391092,0.00409491753411859,0.00458069180645318,-0.00336711814398845,0.0016391859895822,0.00476108494977703,-0.00261843745076436,-0.00500630413357065,0.00737952240054139,0.116590159564707,0.00413135709632753,0.000629191659931975,-0.000485774272334591,0.116590159564707,0.00413135709632753,0.000629191659931975,0.000485774272334591,0.00500630413357065,0.00737952240054139,0.116663333651929,0.00079489545764846,0.00891742294263868
"WxT_9.",0.361777255936728,0.270321300411451,0.000380949746528352,0.0239980594461214,-0.0141668656436556,-0.0062264979350575,0.0183731920515152,0.01291416125053,0.00984337982006261,0.00366940062459794,-0.0136963970209623,-0.00622542254809454,0.00617397919546466,-0.00747097447286775,0.0914559555252775,-0.023617109699593,-0.00794036770859808,0.00545903080098523,0.0914559555252775,0.023617109699593,0.00794036770859808,0.00545903080098523,0.00617397919546466,0.00747097447286775,0.0944561256436243,0.0096358941792577,0.0096919285325611
