"","PC1_gc_SDLD","PC2_gc_SDLD","PC3_gc_SDLD","PC1_gc_SDSD","PC2_gc_SDSD","PC3_gc_SDSD","PC1_gc_LDLD","PC2_gc_LDLD","PC3_gc_LDLD","PC1_gc_SDLD_vel","PC2_gc_SDLD_vel","PC3_gc_SDLD_vel","PC1_gc_SDSD_vel","PC2_gc_SDSD_vel","PC3_gc_SDSD_vel","PC1_gc_LDLD_vel","PC2_gc_LDLD_vel","PC3_gc_LDLD_vel","PC1_gc_SDLD_acc","PC2_gc_SDLD_acc","PC3_gc_SDLD_acc","PC1_gc_SDSD_acc","PC2_gc_SDSD_acc","PC3_gc_SDSD_acc","PC1_gc_LDLD_acc","PC2_gc_LDLD_acc","PC3_gc_LDLD_acc","PC1_mean_dist_SDLD_ori","PC2_mean_dist_SDLD_ori","PC3_mean_dist_SDLD_ori","PC1_mean_dist_SDSD_ori","PC2_mean_dist_SDSD_ori","PC3_mean_dist_SDSD_ori","PC1_mean_dist_LDLD_ori","PC2_mean_dist_LDLD_ori","PC3_mean_dist_LDLD_ori","PC1_mean_dist_SDLD_vel","PC2_mean_dist_SDLD_vel","PC3_mean_dist_SDLD_vel","PC1_mean_dist_SDSD_vel","PC2_mean_dist_SDSD_vel","PC3_mean_dist_SDSD_vel","PC1_mean_dist_LDLD_vel","PC2_mean_dist_LDLD_vel","PC3_mean_dist_LDLD_vel","PC1_mean_dist_SDLD_acc","PC2_mean_dist_SDLD_acc","PC3_mean_dist_SDLD_acc","PC1_mean_dist_SDSD_acc","PC2_mean_dist_SDSD_acc","PC3_mean_dist_SDSD_acc","PC1_mean_dist_LDLD_acc","PC2_mean_dist_LDLD_acc","PC3_mean_dist_LDLD_acc","mean_total_euclid_SDLD_ori","mean_total_euclid_SDSD_ori","mean_total_euclid_LDLD_ori","mean_total_euclid_SDLD_vel","mean_total_euclid_SDSD_vel","mean_total_euclid_LDLD_vel","mean_total_euclid_SDLD_acc","mean_total_euclid_SDSD_acc","mean_total_euclid_LDLD_acc","PC1_se_dist_SDLD_ori","PC2_se_dist_SDLD_ori","PC3_se_dist_SDLD_ori","PC1_se_dist_SDSD_ori","PC2_se_dist_SDSD_ori","PC3_se_dist_SDSD_ori","PC1_se_dist_LDLD_ori","PC2_se_dist_LDLD_ori","PC3_se_dist_LDLD_ori","PC1_se_dist_SDLD_vel","PC2_se_dist_SDLD_vel","PC3_se_dist_SDLD_vel","PC1_se_dist_SDSD_vel","PC2_se_dist_SDSD_vel","PC3_se_dist_SDSD_vel","PC1_se_dist_LDLD_vel","PC2_se_dist_LDLD_vel","PC3_se_dist_LDLD_vel","PC1_se_dist_SDLD_acc","PC2_se_dist_SDLD_acc","PC3_se_dist_SDLD_acc","PC1_se_dist_SDSD_acc","PC2_se_dist_SDSD_acc","PC3_se_dist_SDSD_acc","PC1_se_dist_LDLD_acc","PC2_se_dist_LDLD_acc","PC3_se_dist_LDLD_acc","se_total_euclid_SDLD_ori","se_total_euclid_SDSD_ori","se_total_euclid_LDLD_ori","se_total_euclid_SDLD_vel","se_total_euclid_SDSD_vel","se_total_euclid_LDLD_vel","se_total_euclid_SDLD_acc","se_total_euclid_SDSD_acc","se_total_euclid_LDLD_acc","PC1_diff_SDLD_SDSD_ori_spread","PC2_diff_SDLD_SDSD_ori_spread","PC3_diff_SDLD_SDSD_ori_spread","PC1_diff_SDLD_LDLD_ori_spread","PC2_diff_SDLD_LDLD_ori_spread","PC3_diff_SDLD_LDLD_ori_spread","PC1_diff_SDLD_SDSD_vel_spread","PC2_diff_SDLD_SDSD_vel_spread","PC3_diff_SDLD_SDSD_vel_spread","PC1_diff_SDLD_LDLD_vel_spread","PC2_diff_SDLD_LDLD_vel_spread","PC3_diff_SDLD_LDLD_vel_spread","PC1_diff_SDLD_SDSD_acc_spread","PC2_diff_SDLD_SDSD_acc_spread","PC3_diff_SDLD_SDSD_acc_spread","PC1_diff_SDLD_LDLD_acc_spread","PC2_diff_SDLD_LDLD_acc_spread","PC3_diff_SDLD_LDLD_acc_spread","removed_outlier_only_SDLD","removed_outlier_only_SDSD","removed_outlier_only_LDLD","removed_fnt1_only_SDLD","removed_fnt1_only_SDSD","removed_fnt1_only_LDLD","removed_total_SDLD","removed_total_SDSD","removed_total_LDLD"
"WxT_19.",4.58397819820098,-0.313632198479169,-0.242811100828682,4.9031963710787,0.146774728261688,0.139252678068549,4.93785221334329,0.319541075144841,0.94356819664229,0.40506363318774,-0.15548447233353,0.0630528733976986,0.612626260818476,0.0937814637298448,0.00916241002593016,0.320296900130574,0.307824603809808,-0.0328849254084239,-0.173094744654609,-0.0672076643746075,-0.0465363294622281,-0.207576648015719,0.0494617380867372,0.0567403623923995,-0.0431288752744233,0.159621634682732,0.0170673061710239,0.655636814178891,0.923778397930424,0.459944868032862,0.462933054239035,0.650956693574157,0.301974073687881,0.491063866670991,0.555465727819347,0.645812854943542,0.133825827084277,0.112473331796228,0.0852865616948682,0.083965618182293,0.0628336451336455,0.0734336788247326,0.0994063406766704,0.110829957119935,0.101103080717084,0.0479563820032962,0.0393524061730213,0.0446185284300276,0.0335485655172778,0.0310239501338375,0.0424389222103285,0.0343105763758812,0.0459416389392185,0.0262642453149577,1.37314983572163,1.01187946043486,1.04654205610483,0.214716923529429,0.153819868730206,0.208453539530961,0.0864155218065718,0.0717558170678056,0.0713932001813568,0.108576477692219,0.128844600160159,0.0759310046889359,0.146544682016339,0.185795542717918,0.0864831217636813,0.0849815254093966,0.0842781475596387,0.162270164900964,0.0142682607521531,0.0159951740655463,0.0120939081040363,0.0231394738445089,0.0263702453744131,0.0262577165773638,0.0211377433275545,0.0383704154617692,0.020582273365283,0.00668318388414175,0.00506507070331543,0.00630902375281048,0.0103612260346977,0.00943246552491403,0.00805375261580467,0.00776852361502791,0.0105846752472605,0.00649200205041355,0.13369152463074,0.119852600842615,0.156827948010619,0.0161588959401411,0.0266207994860524,0.0309750673324951,0.00650181118083109,0.0071564960884507,0.00863801618178318,0.706081544275095,0.704667585897787,0.656544065769,0.748987634695272,0.601297593734361,1.40410927445635,0.627424616097577,0.558653719332181,0.861022854778202,0.742803858137708,0.985388761495294,1.18545147920024,0.699564147999569,0.788362215957879,0.951150199336644,0.715453813290646,1.16744167401674,0.588639882109654,0,0,0,23,5,3,23,5,3
"WxT_2.",4.72293663333193,0.268504356041649,-0.465456149432426,4.69477517991668,0.162993455880807,-0.298469331722147,4.23419613233331,0.751019378468765,0.247027570903054,0.481190942852386,-0.109695702446843,0.0146179825661712,0.531831286324271,-0.0599269036125803,-0.0616548761203477,0.194887407058606,0.233646586187183,0.0787162486039394,-0.176717739555651,-0.0297312511219686,-0.0273253448838301,-0.190161126403051,0.0181669443334546,0.0679565950677281,-0.00086622599778334,0.149284263412177,-0.0695641922765617,0.466535957384478,0.661615925932941,0.475688754564617,0.263402046080229,0.653926541056186,0.345938920821352,0.916721321650695,0.671767876199443,0.00416081477121272,0.121127833242548,0.114315160524023,0.0970525172438293,0.104314345799428,0.0589802910918475,0.0860399481098733,0.121248981455132,0.0994991697449133,0.0232872224094699,0.0485478610605939,0.0411960149229787,0.0349303399152691,0.0341364449792489,0.0373381172670944,0.0170785826614633,0.040633421663126,0.0545148406980783,0.000301490261547431,1.06709545328244,0.804157492691957,1.13651545235517,0.211136779123905,0.163824239217946,0.158567635447408,0.0813139720558789,0.0597300307440871,0.0679928945461808,0.0594656538012396,0.0860221357096948,0.0500399178848651,0.0545402756651157,0.14314549049932,0.0836102284242877,2.22044604925031e-16,7.85046229341887e-17,0,0.0120393233676948,0.0125560302738693,0.0112831853090111,0.0224935602645513,0.00946169782413774,0.0267041000503268,9.81307786677359e-18,1.38777878078145e-17,6.93889390390723e-18,0.00414857018554697,0.00449045425369998,0.0041867567193154,0.00740745118618615,0.00858374940792832,0.00670437910513323,0,6.93889390390723e-18,6.93889390390723e-18,0.083752182900439,0.161774369673559,1.57009245868377e-16,0.0156338882563839,0.0241566298570973,0,0.00463228584721832,0.00843404489487816,9.81307786677359e-18,0.564591092950112,0.988377872153074,0.727237962852367,1.96495319844171,1.01534417457105,0.0087469269165738,0.861192205019861,0.515944611558789,0.88652979390232,1.00100016824656,0.870393474398385,0.239944548279613,0.70315033934538,0.906352649325496,0.488932621408524,0.836976558295954,1.32330374187894,0.0086311860199116,0,0,0,7,4,10,7,4,10
"WxT_21.",4.72501798413616,-0.225641074766816,-0.0701503767136865,4.56859254575961,-0.0514868626782015,-0.335233862067666,4.7020845529368,0.154941154661384,0.90104129373544,0.453983352070745,-0.094908185234446,0.0902119363017793,0.601293163480111,-0.0070988975701133,-0.0908358357107578,0.43458639732587,0.388335315420574,-0.0832927338402559,-0.179999994843003,-0.0505877480573584,-0.0509060206337097,-0.203237182621279,0.0401436203556409,0.0667316205628671,-0.0585857527404637,0.172332590343415,0.0156999815989076,0.740492641855588,0.85871375533073,0.580269821371987,0.461751483566923,0.532692636564153,0.341803118709533,0.484189550597847,0.48738018590385,0.227355866368403,0.091323982672159,0.117213279208025,0.0990032865742926,0.158320109412913,0.0660803034299288,0.107043911793856,0.0641263092069783,0.0480610636603954,0.0882350659073159,0.0457115994656067,0.0336458815074628,0.0402871501410877,0.072949401611691,0.0395593038841384,0.0303855473063473,0.018349632002039,0.030979373988925,0.0541464034189482,1.43102944917594,0.899287650482598,0.78081578072226,0.202002069956292,0.217120743402228,0.127545962382905,0.0809917735178976,0.094197062446256,0.0708271285579209,0.0737750680655033,0.081721346992438,0.0643585820693154,0.157863496917309,0.113386305393567,0.0892478755786956,0.0851802733860712,0.0839228868519468,0.0464495539401453,0.010684171333303,0.0138386937051889,0.0116094952037707,0.0565115647743116,0.0266286150462936,0.0300008320908821,0.00996212413139303,0.0107496422924099,0.0144318490039074,0.00517516858800442,0.00411438613941423,0.00669538280422693,0.026482106972528,0.0108447199996379,0.00675436360459758,0.0048397393689284,0.0065139386488952,0.00889553475649605,0.0711903983654095,0.11513911766889,0.0886336746368563,0.0143385824907702,0.0613256138636544,0.0147318485979215,0.00658837319859677,0.0262168420631098,0.00813407398325534,0.623573358419642,0.620337840470471,0.589041694261086,0.653874897911916,0.567570023047013,0.391810599129287,1.73360934094674,0.563761238286426,1.08121574038382,0.70218476385533,0.410030876920513,0.891233705065981,1.59586193579986,1.17575471682512,0.754224292359611,0.401421788267225,0.920747877628163,1.34401175633731,0,0,0,9,5,1,9,5,1
"WxT_22.",4.99811285262358,0.119986962209825,0.359875442264624,4.38230529096267,-0.570059509075776,0.306520621060651,4.80670860364858,0.292002060483165,1.84812185729374,0.457626217355022,0.0751400815170399,0.101168099087091,0.43567849970574,0.126590511308801,-0.0911061812098045,0.195452314945653,0.488217982474772,-0.0283267279667658,-0.149475233800433,0.0368521920047878,-0.0320798557408337,-0.125889143118386,0.0928529793162838,0.0527792695871401,0.0123813876728405,0.155407427990154,-0.0048700712809579,0.604939702077557,0.839792287752947,0.492172085202063,0.47091764117695,0.50595431511343,0.262733838642952,0.218238623199628,0.843009926653246,0.323539159639384,0.0986662494939415,0.0926381779528643,0.086917558275807,0.129013448424467,0.0630781250739115,0.0824194221227121,0.0694574925237403,0.1224717466352,0.10146654984326,0.0451576662066706,0.0345080096991259,0.0265054504580244,0.0477113872911429,0.0359136353308434,0.0185072420298242,0.0283379557761987,0.0586707883065666,0.027000208424215,1.31093473372075,0.859865225996196,0.96829283404928,0.186284404523726,0.187390601805353,0.187208862049114,0.0706735661309712,0.0691887829864775,0.0776851629337219,0.0861319110489284,0.0939326607021334,0.0583306999752671,0.111910360156099,0.145634966106331,0.0785150545496497,0.0510832674492312,0.22796760604444,0.0495815775657847,0.0123110332863717,0.0135500229524037,0.0106937990074787,0.0241115954614895,0.0191763700931471,0.02354620516003,0.0248901288392344,0.0294170309799601,0.0176880053119635,0.00519510090923044,0.00456388394466293,0.00367806142276706,0.0103540304122779,0.00944297450052442,0.00613234414983323,0.00335151451684304,0.017143127764658,0.00566388306468632,0.0835746859333995,0.111291546221171,0.215353478730998,0.0131747241018713,0.0200916653540167,0.0330717725982058,0.00530590288985068,0.0104160967607031,0.0136262415233934,0.77845385178005,0.602475543645709,0.533825152913914,0.360760952620776,1.00383146993277,0.657369991852654,1.30757426258904,0.680908524625847,0.948248245322062,0.703964049307512,1.32204399246189,1.16738840639409,1.0565512192943,1.04073331507592,0.698242878729163,0.627533664970771,1.70020783053312,1.01866627269641,0,0,0,15,4,4,15,4,4
"WxT_23.",4.7107493368908,-0.101140854404911,-0.227837036430238,4.62261666674785,-0.823011318258984,0.0240020533620099,4.53485615176001,0.103159287324735,0.844968454665471,0.489708135889462,-0.10120327183441,0.0563965119274495,0.521746845436051,0.055891210553814,-0.130949730064,0.364541089636495,0.391679868063297,-0.135869210648931,-0.180705059439288,-0.032871599394792,-0.019547534344563,-0.17898971781019,0.0749569657455765,0.0964367793991662,-0.044332477113015,0.176403795322628,-0.0482014069802081,0.618523818242117,0.559435069939039,0.465353992369222,0.348854483502444,0.228966719839623,0.318203866761104,0.178208243316068,0.562545022910635,0.193048372108872,0.141688681235701,0.108483515022904,0.102675911884311,0.123371548076349,0.101496061741053,0.0583397924723371,0.062951350510404,0.0671920197921781,0.121227781716541,0.0535302356676156,0.0402655978593249,0.0300964805033246,0.0471901202552391,0.0443641784267343,0.0351898310978152,0.0338517593009509,0.0399735098291403,0.042881080402475,1.10267598523651,0.581545876282253,0.660567701215845,0.235613295666459,0.196956494277904,0.168434091910885,0.0834556694807374,0.0896846667586116,0.0755304591117871,0.0955139095928739,0.0694720208195605,0.0644141770456448,0.0733832403588905,0.0501694309637126,0.0672136008380396,0.0416032315661611,0.129800252253395,0.053907192219479,0.0205762061809406,0.0149575671776017,0.0138901293232628,0.0337946846076908,0.0185263180285376,0.013556731738875,0.0143890073805078,0.014293389474721,0.0230337680228813,0.00861138972365447,0.00679360545420256,0.00528792735505567,0.0136831430085577,0.0127202024974351,0.00583834692624377,0.00574213974709982,0.00709876145937366,0.00868428307812096,0.0873073268656512,0.0783458378720822,0.125829401477048,0.0196822793727579,0.0261238618887942,0.019092938384951,0.0096982421098686,0.0110510408028762,0.00583849390868075,0.564011398128386,0.409282027786663,0.683788840278464,0.288118643227914,1.00555909548526,0.414841981103501,0.870722678765839,0.935589722729985,0.568193565576224,0.444293432343291,0.619375393376516,1.18068376011243,0.881560106483669,1.10178864304284,1.16923409346578,0.632385770000081,0.992745965645287,1.42478720718651,0,0,0,18,1,2,18,1,2
"WxT_24.",4.68915497752059,0.214458512184672,-0.335811976259708,4.71058926778326,-0.33102565380358,-0.0992049843560894,4.69676646903409,0.174465419402668,0.523183938636053,0.521393450265129,-0.104491158515301,0.0536014005930861,0.624373360456108,0.0575196160028607,-0.0141309339283674,0.44458387131924,0.23410609381648,-0.00507952112142795,-0.189491919166863,-0.0531235385842558,-0.0108734051287403,-0.218414268836912,0.075516247271094,0.0499223108686313,-0.11767587699905,0.121951633358664,-0.0061103766382957,0.487101580001067,0.784043861604266,0.368165628492786,0.343056075530159,0.363645702831646,0.19422824319479,0.514976896692767,0.675966766831002,0.449637980751787,0.101852928607466,0.070119430716388,0.0821513105508257,0.0751544133045994,0.0765618746466132,0.079799849638262,0.0785863035518838,0.122469704416347,0.105980344206027,0.0455687942892803,0.0396410264135455,0.0304835823131445,0.0380995756327782,0.0449925883591938,0.0246487627725092,0.0370580499399614,0.0565749696548179,0.0360350030042629,1.10384063319816,0.634867515199887,1.00372305857785,0.170550698047551,0.15262479034163,0.201153449801285,0.07688004741552,0.0724161673481181,0.091195571121135,0.0640373498100338,0.074142407673755,0.0392590483195255,0.0940250994166359,0.136818698689795,0.0568928695233248,0.099866600026572,0.0766687787033134,0.110955579189388,0.0119919168308613,0.0084669990164885,0.00989293549464183,0.0141172307910697,0.0144424847325159,0.0300193105521928,0.0229541914911633,0.0294542273013948,0.0194453073140228,0.00527895103340407,0.00446230843858902,0.00417592500071198,0.00765559674770042,0.0102275785847493,0.00757863113680674,0.00983181780631673,0.0195899652345863,0.00726741486663799,0.0722356236169901,0.134066892446026,0.127606912752057,0.0115173638246231,0.0265935686719793,0.0249334065151567,0.00557036579135895,0.00957540518485915,0.0135680422474107,0.704280358789654,0.463807856473202,0.527556697755657,1.05722690674015,0.862154274695649,1.22129266274132,0.737871893642248,1.0918781550906,0.971376465003453,0.77156645985851,1.74658726069383,1.2900627329671,0.836089175213066,1.13500058978845,0.808591408952637,0.813233058235184,1.42718225972792,1.18211182117939,0,0,0,8,2,4,8,2,4
"WxT_25.",4.77682496026668,0.0596086558194956,-0.0484366103911756,4.55992093282598,-0.530428101877536,0.054885198396609,4.83175357726515,0.343189579236843,0.915248908143697,0.495213203714796,-0.037086190896737,0.0646774228972435,0.547102268574242,0.116350879743597,-0.0983681696793507,0.371215865462178,0.329668941821095,-0.000699497402963438,-0.174535915182361,-0.0170362553560677,-0.0196621403546755,-0.170964922677151,0.100407332959388,0.0656799099688815,-0.0527201393172339,0.1382310990471,-0.0180079434068782,0.667381784617751,0.745617205975899,0.54758661955398,0.478489098970241,0.427951408061305,0.407961694018534,0.432245004236361,0.568382177059187,0.540070229503171,0.104451731782617,0.14478493283848,0.109596178243409,0.112229851628789,0.0981852252145681,0.0729627619862624,0.129492493808213,0.122053888832034,0.119783633912721,0.0411899099486466,0.0640404923789244,0.0335418282617851,0.0523816213789867,0.0428058379195085,0.0357821453251603,0.0521126841058927,0.0492429606252235,0.0408078898372332,1.32687636769449,0.936785313465222,1.02045740230065,0.235198393727469,0.198150988181636,0.25222977499875,0.0913872340195929,0.0832813797065491,0.0996094817579989,0.102840206244089,0.0937429722604576,0.0612849746314617,0.115226904751977,0.148753843423501,0.120441189085795,0.172749728955115,0.17229086948647,0.150444008570644,0.0129299965503891,0.020132515688549,0.013166512319435,0.0175403429872857,0.0274650997779966,0.017999848854749,0.0431069056770602,0.0325021444672716,0.0364504292334443,0.00481170986698133,0.00892621784059633,0.00499031384771315,0.00857149734059378,0.00769213999314788,0.00686402367102806,0.0212242735083422,0.0101201075884269,0.0118029826636916,0.098019132063407,0.141446279965644,0.218879181191088,0.0202376472611217,0.0146817149324177,0.0415697637581907,0.00925798243145706,0.0084752096695685,0.0157172033860631,0.716964577096301,0.573955918172761,0.745017645520313,0.647672762725961,0.762297560334947,0.986273605339496,1.07446616454727,0.67814532416921,0.665741845707567,1.23973524994024,0.843001315393748,1.09295447918528,1.27171002423393,0.668418313623019,1.06679173973136,1.26518082148915,0.768934759805646,1.21662687909372,0,0,0,13,1,4,13,1,4
"WxT_26.",4.54530637399158,0.0447578265225507,-0.516840519336734,4.63401002103799,-0.256632196673488,0.148534348824242,4.50920431464514,0.981629358615356,0.546152248817444,0.528468059448953,-0.10689885746138,-0.0155985027716437,0.561242446816733,0.15952576222792,-0.0665771774837313,0.463900226331214,0.342247939687124,-0.0557347166821766,-0.188704650332523,-0.0326447574744832,-0.000172650297069287,-0.172891710108835,0.12624882227304,0.0511181244416817,-0.0935356182132203,0.15837487881002,-0.0416820855290243,0.509736470640819,0.713240882804385,0.439769384264842,0.693764595024216,0.235209460767452,0.241219824313475,0.335496692720311,0.502271793482201,0.459623298496395,0.107926011330124,0.111754698569598,0.107563555931358,0.174903973375904,0.101698250280189,0.10934926410578,0.0767956989346144,0.142784921953762,0.069745247323119,0.0401159248335851,0.0521572183258969,0.0381317928409406,0.0590098987728529,0.0495339303197173,0.0265324471614805,0.0322310049082293,0.0722172584477787,0.0253163871903271,1.09750232023522,0.826932167649212,0.863572316846456,0.212008494200491,0.251089210798864,0.197593511067556,0.0871722939008389,0.0889066803371679,0.0875076469140919,0.0755805720909134,0.0606323097220253,0.0427719894141264,0.219078973923313,0.0648661643140718,0.0728967217680105,0.0859074197315137,0.114105048983617,0.0897234967837926,0.0142098125069432,0.0164661619106425,0.0119573190796663,0.0403086786144957,0.0203260605541213,0.0185862893575371,0.021113755478665,0.0305717584748235,0.0142455645668333,0.00562152642474161,0.00824166719868951,0.00440287966848053,0.0135779075460941,0.0115062550527389,0.00505381953636072,0.00639740651960067,0.0132444428938941,0.0041680852882141,0.0728134025602719,0.215389235615868,0.0850986473159035,0.0197649072048628,0.0333775963121954,0.0244263965624926,0.00863921732331504,0.0135725270054199,0.0117644665665754,1.36102601046389,0.329775629016993,0.548514364447446,0.658176748268647,0.704210604848284,1.04514619466915,1.62059147021479,0.910013194808577,1.01660142377184,0.711558761304648,1.27766370256763,0.648409646921932,1.47098437883825,0.949704219466068,0.695809065997905,0.803446637262752,1.38460716974091,0.663918093123224,0,0,0,6,3,3,6,3,3
"WxT_27.",4.85674202088773,0.0771405810360097,-0.161268568024097,4.29262462972007,-0.580460776764615,-0.29547655709062,4.80467219205833,0.146131268847304,0.621576164278693,0.543981854085378,-0.0632410585715583,0.100694262394694,0.565682570712885,0.00861968531929468,-0.0987891476059789,0.469196959532908,0.306933857859442,-0.0552287809162518,-0.202142186109299,-0.0295263304133023,-0.0242179186528902,-0.199013977602247,0.0654197059712283,0.0783422076580979,-0.111919076796591,0.157163314007843,-0.0349330629354394,0.406105975637285,0.723417415149833,0.419376668055067,0.403027443151126,0.403325260070186,0.248519429600019,0.301928681061322,0.784101555750727,0.312482413320735,0.088180988434662,0.104124761517877,0.0853403733603201,0.111681415359122,0.0789253600028919,0.084492986665158,0.118123332423934,0.121179418700103,0.0615133661976715,0.0445256490814349,0.0400486740574609,0.0311861905229064,0.0419050837539809,0.0420515836960747,0.0345000326299001,0.0317432343061249,0.0761945815561547,0.0245142510088942,1.031260694836,0.703320139636027,0.930333500377073,0.185558656743921,0.179100365692514,0.192536769484577,0.0766468590071954,0.0763793125340621,0.0907769681219276,0.0529925591877039,0.0918835472838603,0.0555661008374767,0.0926046861590152,0.126260395093555,0.0676553377922334,0.073597207601031,0.161231109291423,0.0550113539971274,0.0118009720945063,0.0145065318239466,0.0138530178673138,0.0267890991644068,0.020701985887006,0.0118727183621606,0.0192322985847486,0.0262417180352485,0.0116458548745647,0.00475745338858925,0.0055415374516672,0.00614566401307791,0.00925084808933797,0.0088189600517138,0.00970875346293175,0.00540223412282575,0.0196186089862265,0.00537044787972583,0.0863925033511262,0.135333171621155,0.163404086545406,0.0157299009819655,0.025760376050716,0.0247591899031256,0.00676321593659556,0.0120704018564486,0.0184291313002595,0.992419386389654,0.55752771722623,0.592592408043518,0.743472638115011,1.08388537423906,0.745111583746247,1.26650219442565,0.757988386742584,0.990070506352435,1.33955554956676,1.16379060017629,0.720800293876764,0.941144814696332,1.05001188393254,1.1062599199014,0.712920192315857,1.90254941891041,0.786061092998465,0,0,0,18,1,3,18,1,3
"WxT_28.",4.95219396239687,-0.149405092323742,-0.769594932457059,4.56287531654693,-0.419226648637137,-0.481918022371986,5.19663254984425,0.0520798444762067,0.890147144829149,0.461558740601173,-0.273784403849414,-0.0706612498787573,0.567778087240555,-0.102599850507017,-0.0366824400957313,0.523816315548486,0.376427582875325,0.00631645118879719,-0.172642073526375,-0.121611543262631,0.00505077189413156,-0.20300748884834,-0.0105290734099639,0.0573163805021149,-0.117297245353239,0.193662390917012,-0.016362118642253,0.387018002023401,0.731215369690094,0.361557794889278,0.225925810863715,0.578014884600773,0.416306437433841,0.359884374113902,0.365413972573233,0.329070816737804,0.0859737088588022,0.0809599328564729,0.0765717139752997,0.0694883805961957,0.142232202485809,0.0662143840469509,0.0853109134996837,0.0712433179903623,0.0868901337690376,0.0379924194612209,0.0393055534229302,0.0299168529605366,0.0338349355094149,0.0730523722092728,0.0314832943076306,0.041631840031997,0.0349624897972281,0.0369515970721937,1.00272599508927,0.845672660094874,0.685752405462404,0.157794740263549,0.187859448144648,0.155775984624469,0.0730806247020916,0.0931804149033534,0.0737341312264152,0.0739054900603317,0.0654571279323573,0.0429773623173557,0.0566722416599859,0.108228720539338,0.0755749292025689,0.0803584287979376,0.0762647807528794,0.0650158605898137,0.00948505987307844,0.00860974186207168,0.00860437104663809,0.017037172838439,0.0239315263734596,0.00952352161626046,0.0154976739923736,0.0126291376161271,0.0160799351624292,0.00457807556066182,0.00460750470932925,0.00449229852439643,0.00827741427196143,0.0121187899364155,0.00570378704525604,0.00767353585964506,0.0083804206053,0.00723506473986533,0.0794245020369612,0.0799414205885925,0.0866470325822641,0.00983571789649447,0.0205432897800881,0.0161749270655168,0.00467814429394671,0.0117439048815706,0.00894606372888519,0.583760470268912,0.790485140986231,1.15142431809921,0.929890527655976,0.499735081783229,0.910147205756073,0.8082515168715,1.75682213988444,0.864736867040878,0.992290720408409,0.879982424351359,1.1347549801101,0.890570697766444,1.85857635492941,1.05235983039928,1.09579333515442,0.889505089039952,1.23514318571331,0,0,0,11,0,0,11,0,0
"WxT_29.",5.17255822949308,0.0257032005914293,-0.250275521241766,4.71499100658682,-0.328038009001972,-0.174768885690872,4.65543662590724,0.376560096826803,0.487473044960173,0.537466583059126,-0.125561535689997,0.0546425439679283,0.579201300170032,-0.0403485361364565,-0.0753175167576209,0.455336263161616,0.32423056325025,-0.161727707486387,-0.207341585343652,-0.0650254305671856,-0.0286031870983057,-0.213782178889941,0.00979858138817655,0.105188106633652,-0.078682131380693,0.172060054077928,-0.0192945300860272,0.535610846450358,0.664836795932968,0.51585383830289,0.426039228768554,0.683393465345805,0.447337226047676,0.380459799418433,0.547132730781972,0.383760064555862,0.102450747926929,0.0992528828339119,0.0733216091259492,0.149993576193367,0.0847539933423844,0.070490577673897,0.0806497592023929,0.0802196049836758,0.104497123066528,0.0431101981445407,0.0424810603276899,0.026840887430431,0.0645553472770944,0.0473697141057374,0.0254166235977935,0.0289436859704823,0.0307479971439194,0.0437069102722445,1.10020941505901,1.04307727798686,0.824159278166872,0.184794218767031,0.213737086944173,0.164880262976792,0.0745136281109011,0.0972745120342583,0.0673602892209641,0.0712660250212427,0.0656478707663291,0.0627115767657357,0.0654417275032506,0.164839499168971,0.108929596365418,0.0866608872476284,0.094246373199837,0.0661571764744171,0.0129347442322593,0.0134241421765429,0.00834643537968199,0.0329963483532017,0.0313238330385533,0.0132451192219569,0.0158844970095735,0.0125249030992681,0.0153098938730247,0.00496740611380099,0.00567829504950541,0.0028894864817875,0.0143510824982714,0.011181042874022,0.0065672128530205,0.0064066760006227,0.00556940706485866,0.00732491619356453,0.0882971938467374,0.129322797348161,0.11305630859891,0.0141823244946061,0.0319288511622441,0.0184714337664883,0.00594139424200137,0.0103378210666385,0.00699975203421986,0.795426813314245,1.02791161609339,0.867178244751212,0.710328780568665,0.822957956191607,0.743931780789683,1.46405545326372,0.853919714193192,0.961388852675216,0.787205177456731,0.808234508592702,1.42518862191127,1.49744956078958,1.11507843119587,0.946936783057974,0.671388377140817,0.723804841657337,1.62837053676145,0,0,0,8,2,0,8,2,0
