"","varmx_sd_PC1_SDLDpre","varmx_sd_PC1_SDLDpost","varmx_sd_PC1_SDSDpre","varmx_sd_PC1_SDSDpost","varmx_sd_PC2_SDLDpre","varmx_sd_PC2_SDLDpost","varmx_sd_PC2_SDSDpre","varmx_sd_PC2_SDSDpost","varmx_sd_PC1_SDLDpre_vel","varmx_sd_PC1_SDLDpost_vel","varmx_sd_PC1_SDSDpre_vel","varmx_sd_PC1_SDSDpost_vel","varmx_sd_PC2_SDLDpre_vel","varmx_sd_PC2_SDLDpost_vel","varmx_sd_PC2_SDSDpre_vel","varmx_sd_PC2_SDSDpost_vel","varmx_sd_PC1_SDLDpre_acc","varmx_sd_PC1_SDLDpost_acc","varmx_sd_PC1_SDSDpre_acc","varmx_sd_PC1_SDSDpost_acc","varmx_sd_PC2_SDLDpre_acc","varmx_sd_PC2_SDLDpost_acc","varmx_sd_PC2_SDSDpre_acc","varmx_sd_PC2_SDSDpost_acc","varmx_PC1_movement_ori_sd_SDLD","varmx_ PC2_movement_ori_sd_SDLD","varmx_ PC1_movement_ori_sd_SDSD","varmx_PC2_movement_ori_sd_SDSD ","varmx_PC1_movement_vel_sd_SDLD","varmx_PC2_movement_vel_sd_SDLD ","varmx_PC1_movement_vel_sd_SDSD ","varmx_PC2_movement_vel_sd_SDSD","varmx_PC1_movement_acc_sd_SDLD ","varmx_PC2_movement_acc_sd_SDLD ","varmx_PC1_movement_acc_sd_SDSD","varmx_PC2_movement_acc_sd_SDSD","varmx_PC1_movement_ori_sd_absSDLD","varmx_PC2_movement_ori_sd_absSDLD","varmx_PC1_movement_ori_sd_absSDSD","varmx_PC2_movement_ori_sd_absSDSD","varmx_PC1_movement_vel_sd_absSDLD","varmx_PC2_movement_vel_sd_absSDLD","varmx_PC1_movement_vel_sd_absSDSD","varmx_PC2_movement_vel_sd_absSDSD","varmx_PC1_movement_acc_sd_absSDLD","varmx_PC2_movement_acc_sd_absSDLD","varmx_PC1_movement_acc_sd_absSDSD","varmx_PC2_movement_acc_sd_absSDSD","varmx_distances_ori_sdSDLD","varmx_distances_vel_sdSDLD","varmx_distances_acc_sdSDLD","varmx_distances_ori_sdSDSD","varmx_distances_vel_sdSDSD","varmx_distances_acc_sdSDSD"
"WxT_29.",0.154601112004896,0.159379329751294,0.17920149437423,0.163343149150493,-0.137871241521414,-0.0908285538399544,-0.133251818131786,-0.145079536635679,-0.00877444514120926,-0.00492223022667186,-0.0168047936030745,-0.010687836216818,-0.00930639450323992,-0.000311494194599924,-0.0164438557980219,-0.00490217287976344,0.00317536038716919,0.00197055938541773,0.00662326599786936,0.00181731604540147,0.00159226304925706,0.00104481829645343,0.00241908253721357,0.00076855646307635,-0.00477821774639786,-0.0470426876814592,0.0158583452237373,0.0118277185038927,-0.00385221491453741,-0.00899490030864,-0.00611695738625648,-0.0115416829182585,0.00120480100175147,0.000547444752803623,0.0048059499524679,0.00165052607413722,0.00477821774639786,0.0470426876814592,0.0158583452237373,0.0118277185038927,0.00385221491453741,0.00899490030864,0.00611695738625648,0.0115416829182585,0.00120480100175147,0.000547444752803623,0.0048059499524679,0.00165052607413722,0.0472847314587628,0.00978508003596068,0.00132334470611158,0.0197833778269171,0.01306245046884,0.00508147530418411
"WxT_3.",0.194559040178403,0.184868137564627,0.186414745260456,0.164117658141653,-0.153131456175446,-0.080811369050579,-0.117872689141353,-0.103548983889807,-0.0161569549557304,-0.00237905442925242,-0.0053201924871801,-0.00199057270249756,-0.001381569340307,-0.000688078050301127,0.00505043803976911,-0.0028794815749263,0.00412400575574766,0.00466111195848236,-0.000309959059276816,0.00131210098114608,-0.00456587297896012,0.00123002788453561,-0.000938040961510915,0.00172536353949882,0.00969090261377609,-0.0723200871248666,0.0222970871188022,-0.0143237052515455,-0.013777900526478,-0.000693491290005876,-0.00332961978468254,0.00792991961469541,-0.000537106202734707,-0.00579590086349573,-0.00162206004042289,-0.00266340450100974,0.00969090261377609,0.0723200871248666,0.0222970871188022,0.0143237052515455,0.013777900526478,0.000693491290005876,0.00332961978468254,0.00792991961469541,0.000537106202734707,0.00579590086349573,0.00162206004042289,0.00266340450100974,0.0729664895360739,0.0137953424418111,0.00582073448050043,0.0265014834701118,0.00860058096910206,0.00311846152946219
"WxT_30.",0.161629373582893,0.149158540098946,0.189219414573352,0.186418610775427,-0.135021575805406,-0.0913174652730409,-0.0860009895528067,-0.0906060237047912,-0.0118417777157968,-0.00758634078980091,-0.0159696042269361,-0.0120253292828283,-0.00626884091638844,-0.00170271428784551,0.00293878520767483,-0.00319990583586168,0.0011476931680513,0.00141664128052692,0.0102326639259883,0.00573323279783669,-0.00159990645966648,-0.00197961067427127,-0.00562363645431552,-0.000189566035139539,0.0124708334839472,-0.0437041105323648,0.00280080379792538,0.00460503415198454,-0.00425543692599593,-0.00456612662854293,-0.00394427494410783,0.00613869104353651,-0.000268948112475617,0.000379704214604784,0.00449943112815164,-0.00543407041917599,0.0124708334839472,0.0437041105323648,0.00280080379792538,0.00460503415198454,0.00425543692599593,0.00456612662854293,0.00394427494410783,0.00613869104353651,0.000268948112475617,0.000379704214604784,0.00449943112815164,0.00543407041917599,0.0454485529495659,0.00624165489425829,0.000465304607534498,0.00538988325062958,0.00729663159017312,0.00705506922698449
"WxT_31.",0.173120888298156,0.144964282873741,0.148848751402015,0.174516306382878,-0.142175674389757,-0.089891375555087,-0.120466893969771,-0.102078112033947,-0.00513396071542297,-0.00959040273067348,-0.0130788871516517,-0.0154771443202651,-0.00854943750563269,-0.000359015331453992,-0.00820067705613127,0.00762962334580217,0.00433583014585347,0.00390834708215428,0.00585671021567604,0.00277276252865026,0.0025700775640789,5.57396614260628e-07,-0.00128823464349569,-0.00717581823935257,0.0281566054244153,-0.0522842988346704,-0.0256675549808636,-0.0183887819358248,0.00445644201525051,-0.00819042217417869,0.00239825716861337,-0.0158303004019334,0.000427483063699184,0.00256952016746464,0.00308394768702578,0.00588758359585688,0.0281566054244153,0.0522842988346704,0.0256675549808636,0.0183887819358248,0.00445644201525051,0.00819042217417869,0.00239825716861337,0.0158303004019334,0.000427483063699184,0.00256952016746464,0.00308394768702578,0.00588758359585688,0.0593838558335456,0.00932431717749713,0.00260483697393084,0.0315748425139219,0.0160109352713156,0.00664638051382214
"WxT_34.",0.166739250713745,0.19297266626621,0.181888461759099,0.201769515730329,-0.162707851996785,-0.0926119047360733,-0.0590222835197316,-0.111881305651431,-0.0210938482361429,-0.0053153031467945,-0.000129334600898569,-0.0121961804851314,-0.00924999059642829,0.00199048068099945,-0.00936863076474225,0.00282952084806722,0.00553454454421815,-0.000669577574081918,0.0018249684890134,0.00158396952536146,-0.00266993417477063,-0.000410134828298747,0.00156512127995633,-0.00418770256593314,-0.0262334155524653,-0.0700959472607114,-0.0198810539712294,0.0528590221316996,-0.0157785450893484,-0.0112404712774277,0.0120668458842328,-0.0121981516128095,0.00620412211830007,-0.00225979934647188,0.000240998963651941,0.00575282384588947,0.0262334155524653,0.0700959472607114,0.0198810539712294,0.0528590221316996,0.0157785450893484,0.0112404712774277,0.0120668458842328,0.0121981516128095,0.00620412211830007,0.00225979934647188,0.000240998963651941,0.00575282384588947,0.0748440639858952,0.0193729367849916,0.00660286485891502,0.0564741757596022,0.0171581954867903,0.00575786963227858
"WxT_35.",0.222148457375997,0.19389275166884,0.136447947911185,0.162610028951232,-0.195546191580002,-0.0996810557636333,-0.171833674048592,-0.0872236446551262,-0.0093788539455925,-0.000731532172218994,-0.0159008579417544,-0.0205296518669573,-0.0252393073237781,0.00134455133556316,-0.0343595334639422,0.00499218119223722,0.00256998005299086,0.000393219027940953,0.00556591649370419,0.005681887805965,0.00494029647762616,0.000651923095765208,0.0109874246658132,-0.00692901005913243,0.0282557057071579,-0.0958651358163685,-0.026162081040047,-0.0846100293934658,-0.00864732177337351,-0.0265838586593412,0.00462879392520291,-0.0393517146561794,0.0021767610250499,0.00428837338186095,-0.000115971312260812,0.0179164347249456,0.0282557057071579,0.0958651358163685,0.026162081040047,0.0846100293934658,0.00864732177337351,0.0265838586593412,0.00462879392520291,0.0393517146561794,0.0021767610250499,0.00428837338186095,0.000115971312260812,0.0179164347249456,0.0999425293361155,0.0279549229130057,0.0048092031379876,0.0885624726298286,0.0396230132572393,0.0179168100564387
"WxT_36.",0.19241349266429,0.154130304308003,0.176501881859943,0.187070860505544,-0.168962369228594,-0.0867893739670372,-0.105739708297197,-0.14351448756183,-0.0158442787486391,-0.00617596257438718,-0.0119935593673821,-0.0255283961905648,-0.0168019023060305,-0.00467888262755895,-0.00590461886059444,-0.00267306346369034,0.00767753441308283,0.00393313891649947,0.0057314652463099,0.0102239872996365,0.00227054500437779,0.000609148570371618,-0.000807689388438334,-0.0038595917052518,0.0382831883562879,-0.0821729952615568,-0.0105689786456005,0.0377747792646323,-0.00966831617425197,-0.0121230196784715,0.0135348368231827,-0.0032315553969041,0.00374439549658336,0.00166139643400617,-0.00449252205332655,0.00305190231681346,0.0382831883562879,0.0821729952615568,0.0105689786456005,0.0377747792646323,0.00966831617425197,0.0121230196784715,0.0135348368231827,0.0032315553969041,0.00374439549658336,0.00166139643400617,0.00449252205332655,0.00305190231681346,0.0906532054644448,0.0155062549885493,0.00409642963393272,0.0392254669583786,0.0139152706805668,0.00543110137550357
"WxT_38.",0.179817890006227,0.185431511922282,0.156798503742069,0.230116974862958,-0.138484773527627,-0.118603543115009,-0.0786141394641958,-0.164960436874808,-0.00498157968512926,-0.0125267306768668,-0.00500240355326025,-0.0106192900313985,-0.0103085725406421,0.00301704168735518,-0.00704920322588606,-0.0237306551624893,0.00140851555673107,0.00417960326795425,0.00265523840906202,0.00183520581095191,0.00290527504952752,-0.0018640562750707,0.00403277955437076,0.00679625152507911,-0.00561362191605436,-0.0198812304126178,-0.0733184711208894,0.0863462974106127,0.00754515099173753,-0.0133256142279973,0.00561688647813821,0.0166814519366032,-0.00277108771122319,0.00476933132459822,0.000820032598110112,-0.00276347197070835,0.00561362191605436,0.0198812304126178,0.0733184711208894,0.0863462974106127,0.00754515099173753,0.0133256142279973,0.00561688647813821,0.0166814519366032,0.00277108771122319,0.00476933132459822,0.000820032598110112,0.00276347197070835,0.0206585593335064,0.015313435213613,0.00551592679312243,0.113275245680716,0.01760171163329,0.00288257364083798
"WxT_39.",0.164485976267105,0.177053689005338,0.141209664326399,0.16913849269679,-0.155650357302582,-0.107148540524874,-0.146033132101604,-0.0869427958970529,-0.00961868285970732,-0.00613622450393904,-0.0139904287865525,-0.00395542048938449,-0.0196344050154519,-0.00443763216752324,-0.00387538429747953,-0.00698561165533165,0.00312007392556631,0.000112780617930264,0.00378597455854867,0.00383774225621815,0.00365583214200976,0.00128293761353752,-0.00682318534282469,0.00637742474304852,-0.0125677127382329,-0.0485018167777076,-0.0279288283703909,-0.0590903362045508,-0.00348245835576829,-0.0151967728479286,-0.010035008297168,0.00311022735785212,0.00300729330763604,0.00237289452847223,-5.1767697669475e-05,-0.0132006100858732,0.0125677127382329,0.0485018167777076,0.0279288283703909,0.0590903362045508,0.00348245835576829,0.0151967728479286,0.010035008297168,0.00311022735785212,0.00300729330763604,0.00237289452847223,5.1767697669475e-05,0.0132006100858732,0.0501036289524927,0.0155906837948565,0.00383072336268308,0.0653581462934009,0.0105059462087792,0.0132007115919476
"WxT_4.",0.174001476029633,0.184266130104486,0.191438608661784,0.148539040051873,-0.162907574206403,-0.108971815847755,-0.16517861583866,-0.12277780184051,-0.0143301968403883,-0.00619330430498073,-0.0170082566169048,-0.0177648293740743,-0.0100939122167533,0.000453998609940773,-0.0113192854541403,-0.00332893578421415,0.00353615336071584,0.0021683446205732,0.0063256518828547,0.0102228301507603,-0.0022758767026162,1.0367651082252e-05,-0.000937220589193011,-0.000532888963616492,-0.0102646540748537,-0.0539357583586489,0.0428995686099106,-0.0424008139981493,-0.00813689253540755,-0.010547910826694,0.000756572757169467,-0.00799034966992613,0.00136780874014265,-0.00228624435369845,-0.00389717826790562,-0.000404331625576519,0.0102646540748537,0.0539357583586489,0.0428995686099106,0.0424008139981493,0.00813689253540755,0.010547910826694,0.000756572757169467,0.00799034966992613,0.00136780874014265,0.00228624435369845,0.00389717826790562,0.000404331625576519,0.0549038172898659,0.0133216906937768,0.00266417229068029,0.0603175100167612,0.00802608809972702,0.003918096797589
"WxT_40.",0.220940766302487,0.193197970327837,0.232634627347602,0.200850116000256,-0.178917086523449,-0.0957413967599169,-0.134862664014709,-0.0855778359138198,-0.00758591066710426,-0.00391372110688564,-0.0188000902846406,-0.00801831358395269,-0.0212288287289046,-0.0052502390070153,-0.00974462975151166,-0.00667784204279986,0.00152040648971859,0.0024204137065951,0.013382550710679,0.00515875236170618,0.00260401334461093,0.00159269403041349,0.00189067269575513,0.0019512255887605,0.0277427959746504,-0.0831756897635325,0.031784511347346,-0.0492848281008896,-0.00367218956021862,-0.0159785897218893,-0.0107817767006879,-0.00306678770871179,-0.000900007216876506,0.00101131931419744,0.00822379834897284,-6.05528930053675e-05,0.0277427959746504,0.0831756897635325,0.031784511347346,0.0492848281008896,0.00367218956021862,0.0159785897218893,0.0107817767006879,0.00306678770871179,0.000900007216876506,0.00101131931419744,0.00822379834897284,6.05528930053675e-05,0.0876804316602655,0.0163951305474109,0.00135380195955634,0.0586451143960331,0.0112094556368185,0.00822402127535062
"WxT_41.",0.173254856595837,0.22158999937211,0.176774238912639,0.180615505853339,-0.178693400743843,-0.134567801832001,-0.148224844452701,-0.099747334396492,-0.0143059968745019,-0.011379335944864,-0.0186356776613216,-0.0114898765209154,-0.0188094457578288,-0.00724379206355102,-0.00136944055127787,-0.00579461553481127,0.00476327786384206,0.00524888073332272,0.0110061085543976,0.00344486990839843,-0.000926287829661679,-0.000644148921434,-0.00687378464301107,-0.00296590741036105,-0.0483351427762728,-0.0441255989118419,-0.00384126694069978,-0.0484775100562092,-0.00292666092963795,-0.0115656536942777,-0.00714580114040612,0.0044251749835334,-0.000485602869480663,-0.00028213890822768,0.00756123864599917,-0.00390787723265001,0.0483351427762728,0.0441255989118419,0.00384126694069978,0.0484775100562092,0.00292666092963795,0.0115656536942777,0.00714580114040612,0.0044251749835334,0.000485602869480663,0.00028213890822768,0.00756123864599917,0.00390787723265001,0.0654473414779502,0.0119302007348171,0.000561615981239637,0.0486294593118161,0.008405037035797,0.00851139438207487
"WxT_42.",0.161436194443368,0.164369217441985,0.165753937701279,0.141737862351268,-0.146262257824507,-0.124590894365523,-0.129426008179004,-0.101769621915028,-0.0090961013083785,-0.0110579932183779,0.00764262180715447,-0.00417865185798618,-0.0131449812372451,-0.007498318823805,-0.0220644317941339,-0.0123874886913667,0.00244442216050829,0.00229613378227331,-0.00204057421117652,0.00533184009020087,0.00249142204723491,0.00172723900848825,0.00763119578351148,0.00768168074024129,-0.00293302299861664,-0.0216713634589838,0.0240160753500114,-0.0276563862639763,0.00196189190999937,-0.00564666241344007,0.0118212736651406,-0.00967694310276714,0.000148288378234972,0.000764183038746661,-0.00737241430137739,-5.04849567298073e-05,0.00293302299861664,0.0216713634589838,0.0240160753500114,0.0276563862639763,0.00196189190999937,0.00564666241344007,0.0118212736651406,0.00967694310276714,0.000148288378234972,0.000764183038746661,0.00737241430137739,5.04849567298073e-05,0.0218689418601311,0.00597777686752172,0.000778437640294737,0.0366285077009654,0.0152769675943998,0.00737258715526713
"WxT_44.",0.211116948376675,0.167567287688621,0.177055026093988,0.148583296996153,-0.181134762432065,-0.0921163029322857,-0.158835450750497,-0.121272293055034,-0.0177358601113776,-0.00361295369955065,-0.0186827359605382,-0.00979742842671858,-0.00577027164469094,0.00620003315578069,-0.00765166932470021,-0.0162951388652941,0.00527046609934852,0.000169725790130362,0.010071814123074,0.0070945390856605,-0.00270109832064812,-0.00275989104914903,-0.00141926226825447,0.00457404905342133,0.0435496606880541,-0.0890184594997791,0.0284717290978345,-0.0375631576954623,-0.0141229064118269,-0.0119703048004716,-0.00888530753381967,0.0086434695405939,0.00510074030921816,5.87927285009061e-05,0.00297727503741347,-0.0059933113216758,0.0435496606880541,0.0890184594997791,0.0284717290978345,0.0375631576954623,0.0141229064118269,0.0119703048004716,0.00888530753381967,0.0086434695405939,0.00510074030921816,5.87927285009061e-05,0.00297727503741347,0.0059933113216758,0.0991002476170391,0.018513364970567,0.00510107912965556,0.0471341720397701,0.0123958967271322,0.00669208093547386
"WxT_45.",0.20002916180433,0.160266142753117,0.183518542517823,0.176028902938888,-0.168406085991589,-0.0967346858771957,-0.105317158332874,-0.107855943816534,-0.0133034547219707,2.79997395626801e-06,-0.00913127985807252,-0.00558970776804995,-0.0110961804210688,-0.00644884744739347,-0.00723014748572005,-0.00946842345501937,0.00529479719340092,0.0021753426340676,0.00659416579781918,0.00360377413045214,0.000332931129760639,0.00363393910355146,0.00274954030368132,0.000254637950469654,0.0397630190512124,-0.0716714001143936,0.00748963957893453,0.00253878548366004,-0.013306254695927,-0.00464733297367532,-0.00354157209002258,0.00223827596929932,0.00311945455933332,-0.00330100797379082,0.00299039166736703,0.00249490235321167,0.0397630190512124,0.0716714001143936,0.00748963957893453,0.00253878548366004,0.013306254695927,0.00464733297367532,0.00354157209002258,0.00223827596929932,0.00311945455933332,0.00330100797379082,0.00299039166736703,0.00249490235321167,0.0819627188325557,0.014094471178483,0.00454176732019332,0.00790823196134165,0.00418958377211504,0.00389448071972623
"WxT_46.",0.183339640285395,0.167301540384062,0.17732476374217,0.150725776273661,-0.131677072775681,-0.110513468592511,-0.0947625151460826,-0.0965312737139449,-0.00734444395132028,-0.00552120670369829,-0.00423578276582178,-0.00971632890097601,-0.00972932028185248,-0.000671432600656747,-0.00275987160711654,-0.000485699408832728,0.00352374095705441,0.00287881282007015,0.00228405476599451,0.0059255665188124,0.000468161332110129,0.000433298863695687,0.00013913589948527,-0.00190316486268605,0.0160380999013333,-0.02116360418317,0.0265989874685095,0.00176875856786232,-0.00182323724762199,-0.00905788768119573,0.00548054613515423,-0.00227417219828381,0.000644928136984254,3.48624684144421e-05,-0.00364151175281789,0.00204230076217132,0.0160380999013333,0.02116360418317,0.0265989874685095,0.00176875856786232,0.00182323724762199,0.00905788768119573,0.00548054613515423,0.00227417219828381,0.000644928136984254,3.48624684144421e-05,0.00364151175281789,0.00204230076217132,0.0265540729543895,0.00923956293913698,0.000645869718734304,0.0266577313592382,0.00593365360692727,0.00417511679466292
"WxT_47.",0.189735556961405,0.180352304362673,0.217765638984083,0.17848812717354,-0.137313936173397,-0.11951010458974,-0.152071550330479,-0.142103499433969,-0.00869943309953628,-0.0147927160148251,-0.0142546676684761,-0.0122196869096184,-0.0121851050066081,-0.00403334443450862,-0.0226064794122558,-0.0156827544820955,0.00563474416134532,0.00529488299324932,0.00712642298288021,0.0101115843086969,0.00146338074280459,-0.00199721633533524,0.00726438343707705,0.00500625849485615,0.00938325259873254,-0.0178038315836575,0.039277511810543,-0.00996805089650971,0.00609328291528882,-0.00815176057209945,-0.00203498075885766,-0.00692372493016033,0.000339861168095996,0.00346059707813982,-0.00298516132581673,0.00225812494222091,0.00938325259873254,0.0178038315836575,0.039277511810543,0.00996805089650971,0.00609328291528882,0.00815176057209945,0.00203498075885766,0.00692372493016033,0.000339861168095996,0.00346059707813982,0.00298516132581673,0.00225812494222091,0.0201251546178126,0.0101773914688679,0.00347724571332103,0.0405226476516867,0.00721658600707042,0.00374303571928349
"WxT_48.",0.157855535968224,0.140290809434268,0.107974449301787,0.13883812122266,-0.170770109159587,-0.107340125260292,-0.0846279422755712,-0.0734667811116221,-0.0133963902248512,-0.00631199480700115,-0.010912246580437,-0.0113112145651215,-0.0165075582665264,-0.0038109328250308,-0.00553294074599718,0.00372028136665784,0.00424250754188436,0.000184649117869709,0.0052524732197762,0.00262121449249783,0.00161793809328937,-0.00180367116375169,9.94267642540932e-05,-0.0021052034869437,0.017564726533956,-0.0634299838992952,-0.0308636719208732,-0.011161161163949,-0.0070843954178501,-0.0126966254414956,0.000398967984684511,-0.00925322211265502,0.00405785842401465,0.00342160925704107,0.00263125872727837,0.00220463025119779,0.017564726533956,0.0634299838992952,0.0308636719208732,0.011161161163949,0.0070843954178501,0.0126966254414956,0.000398967984684511,0.00925322211265502,0.00405785842401465,0.00342160925704107,0.00263125872727837,0.00220463025119779,0.065817037882888,0.0145393588592513,0.00530788327840918,0.0328197770097078,0.00926181920137351,0.00343277104310425
"WxT_49.",0.165036080967371,0.158722958860339,0.249482588528638,0.178195489178508,-0.156607912409186,-0.109846401115782,-0.154507049233004,-0.133107877051834,-0.0114046237356201,-0.00902972456099737,-0.0137549833095819,-0.0169880938901147,-0.0113342788789827,-0.000249306725578724,-0.00584688614747876,0.00845108009151543,0.00287424715534264,0.00112774130985672,0.0128054672534298,0.00664921630394087,-0.00150553495568473,-0.00298010803550587,0.00793662587280123,-0.00239016594212613,0.0063131221070325,-0.046761511293404,0.0712870993501293,-0.02139917218117,-0.0023748991746227,-0.011084972153404,0.00323311058053277,-0.0142979662389942,0.00174650584548592,0.00147457307982114,0.00615625094948896,0.0103267918149274,0.0063131221070325,0.046761511293404,0.0712870993501293,0.02139917218117,0.0023748991746227,0.011084972153404,0.00323311058053277,0.0142979662389942,0.00174650584548592,0.00147457307982114,0.00615625094948896,0.0103267918149274,0.0471857441308437,0.011336523000081,0.00228574898797958,0.0744296654822159,0.0146589509378185,0.012022564407893
"WxT_5.",0.181199779633798,0.175591059733198,0.184466390186526,0.15461428812305,-0.147386366219006,-0.0948164617878668,-0.182729413173719,-0.1331272994712,-0.00934154166228726,-0.00977204003316324,-0.0147232923172196,-0.0104392570580674,-0.00912162814747489,-0.00591102927692501,-0.0203159584644316,-0.00305224654823268,0.0060993748183289,0.00376101858408124,0.00493767296610703,0.000355708255196253,-0.00060983343270918,-0.000836254692484476,-0.00213924227307471,-0.00371344450090072,0.00560871990060005,-0.0525699044311388,0.0298521020634765,-0.0496021137025183,0.000430498370875984,-0.00321059887054987,-0.00428403525915222,-0.0172637119161989,0.00233835623424766,0.000226421259775296,0.00458196471091077,0.00157420222782602,0.00560871990060005,0.0525699044311388,0.0298521020634765,0.0496021137025183,0.000430498370875984,0.00321059887054987,0.00428403525915222,0.0172637119161989,0.00233835623424766,0.000226421259775296,0.00458196471091077,0.00157420222782602,0.0528682569300563,0.00323933233165463,0.00234929275849629,0.057892293799484,0.0177873187194464,0.00484484398780023
"WxT_50.",0.168981542949834,0.146679036017731,0.238925948972513,0.205184900235303,-0.189026133081708,-0.114894299566638,-0.16092307403901,-0.162082643481702,-0.0159191191376564,-0.00964701714371141,-0.0129177059368657,-0.0227840401842177,-0.0244520626219343,-0.0016947889943082,-0.0231138765769874,-0.00838093924275932,0.00913589993415361,0.00207776405050132,0.00864936541989263,0.0116094882105756,0.00483020978159065,-0.000721908938347636,0.00644703264608457,0.00242922442896878,0.022302506932103,-0.0741318335150699,0.0337410487372101,0.00115956944269205,-0.00627210199394503,-0.0227572736276262,0.00986633424735203,-0.0147329373342281,0.00705813588365229,0.00555211871993828,-0.00296012279068299,0.00401780821711579,0.022302506932103,0.0741318335150699,0.0337410487372101,0.00115956944269205,0.00627210199394503,0.0227572736276262,0.00986633424735203,0.0147329373342281,0.00705813588365229,0.00555211871993828,0.00296012279068299,0.00401780821711579,0.0774140204082087,0.0236057782414624,0.00898016171526934,0.0337609681611652,0.0177314408318885,0.00499050195926662
"WxT_51.",0.196722370089044,0.213735991433739,0.179129137116366,0.158322722375886,-0.176466227456334,-0.118551884730149,-0.0948124042203194,-0.0922633184159102,-0.0168633824344976,-0.00450245658423986,-0.00531610728775931,-0.011211291848562,-0.0140192712590522,-0.00589811583174102,-0.00734880711924854,-0.000203363284689987,0.0075769185934854,-0.000664267426620509,0.00733867761238946,0.00714566459796754,-3.70432709960308e-05,-0.00152084880483379,0.00397967502206675,-0.00346196783494035,-0.0170136213446945,-0.0579143427261843,0.0208064147404801,-0.00254908580440916,-0.0123609258502577,-0.00812115542731117,0.0058951845608027,-0.00714544383455855,0.00824118602010591,0.00148380553383776,0.000193013014421917,0.0074416428570071,0.0170136213446945,0.0579143427261843,0.0208064147404801,0.00254908580440916,0.0123609258502577,0.00812115542731117,0.0058951845608027,0.00714544383455855,0.00824118602010591,0.00148380553383776,0.000193013014421917,0.0074416428570071,0.0603616965025552,0.0147900525134333,0.00837369845887925,0.0209619830357509,0.00926339940835746,0.00744414551409233
"WxT_52.",0.213733061307432,0.196563027430937,0.205504852369241,0.184778545332683,-0.168828931683059,-0.104583045462695,-0.110308414337217,-0.12145857525613,-0.0084675851390991,-0.0110120726230319,-0.00991905185112981,-0.0110294676663145,-0.00738877648552403,0.000361399012857317,-0.0131540734735645,-0.00426302281077736,-0.000913024061308385,0.00149962449069288,0.00699550174236914,0.00172815354454933,0.00158077415777287,-0.00231630670985519,0.0055367207819864,-0.00332905587216191,0.0171700338764954,-0.0642458862203643,0.0207263070365574,0.011150160918913,0.00254448748393277,-0.00775017549838135,0.00111041581518465,-0.00889105066278718,-0.00241264855200127,0.00389708086762806,0.00526734819781981,0.0088657766541483,0.0171700338764954,0.0642458862203643,0.0207263070365574,0.011150160918913,0.00254448748393277,0.00775017549838135,0.00111041581518465,0.00889105066278718,0.00241264855200127,0.00389708086762806,0.00526734819781981,0.0088657766541483,0.0665007064591046,0.00815718314196764,0.00458346073663847,0.0235352053717682,0.00896012305556461,0.0103124658893165
"WxT_55.",0.203055345735877,0.199427169623712,0.18014288223136,0.204708298621436,-0.178786132283668,-0.116718486772697,-0.0838734520362831,-0.121103309639096,-0.015047340719309,-0.00413273358749462,-0.00478805035685977,-0.0101855383851049,-0.012126864061993,-0.00401909207694619,0.00730559100938247,-0.00249047602728473,0.0068065660985273,0.000818587654147261,0.00415179891746176,0.00518124155752916,0.000678200529851471,0.00181175688644612,-0.00147905389366385,-0.000320381850845781,0.0036281761121654,-0.0620676455109711,-0.0245654163900755,0.0372298576028126,-0.0109146071318144,-0.00810777198504679,0.00539748802824508,0.0097960670366672,0.00598797844438004,-0.00113355635659465,-0.00102944264006741,-0.00115867204281807,0.0036281761121654,0.0620676455109711,0.0245654163900755,0.0372298576028126,0.0109146071318144,0.00810777198504679,0.00539748802824508,0.0097960670366672,0.00598797844438004,0.00113355635659465,0.00102944264006741,0.00115867204281807,0.0621735979429891,0.0135964927611264,0.00609432817166389,0.0446040578820301,0.0111846236593784,0.00154992678923785
"WxT_56.",0.15756992131577,0.164342502218031,0.19256032135089,0.182523764356802,-0.18008104247127,-0.116611370872259,-0.0928242627382286,-0.146826522180477,-0.00665694832413206,-0.0127297340300304,-0.00114811524152473,-0.016107219348848,-0.0223559965037308,-0.00289705075888264,-0.00687434813594766,-0.011436985046061,-0.000432654464283908,0.00437543333206758,0.00639725458307388,0.00595440320944057,0.00403838293133656,-0.000333766975577925,0.00667218395602992,-0.000229357101995222,-0.00677258090226157,-0.0634696715990118,0.0100365569940885,0.0540022594422487,0.00607278570589836,-0.0194589457448481,0.0149591041073232,0.00456263691011334,-0.00480808779635149,0.00437214990691449,0.000442851373633302,0.00690154105802515,0.00677258090226157,0.0634696715990118,0.0100365569940885,0.0540022594422487,0.00607278570589836,0.0194589457448481,0.0149591041073232,0.00456263691011334,0.00480808779635149,0.00437214990691449,0.000442851373633302,0.00690154105802515,0.0638299856255983,0.020384535700641,0.006498723187362,0.0549270106701933,0.0156394517572472,0.00691573469088684
