Label,WxT_39.1,WxT_39.2,WxT_39.3,WxT_39.4,WxT_39.5,WxT_39.6,WxT_39.7,WxT_39.8,WxT_39.9,WxT_39.10,WxT_39.11,WxT_39.12,WxT_40.1,WxT_40.2,WxT_40.3,WxT_40.4,WxT_40.5,WxT_40.6,WxT_40.7,WxT_40.8,WxT_40.9,WxT_40.10,WxT_40.11,WxT_40.12,WxT_41.1,WxT_41.2,WxT_41.3,WxT_41.4,WxT_41.5,WxT_41.6,WxT_41.7,WxT_41.8,WxT_41.9,WxT_41.10,WxT_41.11,WxT_41.12,WxT_42.1,WxT_42.2,WxT_42.3,WxT_42.4,WxT_42.5,WxT_42.6,WxT_42.7,WxT_42.8,WxT_42.9,WxT_42.10,WxT_42.11,WxT_42.12,WxT_44.1,WxT_44.2,WxT_44.3,WxT_44.4,WxT_44.5,WxT_44.6,WxT_44.7,WxT_44.8,WxT_44.9,WxT_44.10,WxT_44.11,WxT_44.12,WxT_45.1,WxT_45.2,WxT_45.3,WxT_45.4,WxT_45.5,WxT_45.6,WxT_45.7,WxT_45.8,WxT_45.9,WxT_45.10,WxT_45.11,WxT_45.12,WxT_46.1,WxT_46.2,WxT_46.3,WxT_46.4,WxT_46.5,WxT_46.6,WxT_46.7,WxT_46.8,WxT_46.9,WxT_46.10,WxT_46.11,WxT_46.12,WxT_47.1,WxT_47.2,WxT_47.3,WxT_47.4,WxT_47.5,WxT_47.6,WxT_47.7,WxT_47.8,WxT_47.9,WxT_47.10,WxT_47.11,WxT_47.12
1.250833333,406,,515,,531,,606,,1093,,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.252777778,,,,,,,,,,,,,1702,,1346,,1530,,4176,,1454,,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.254722222,,,,,,,,,,,,,,,,,,,,,,,,,997,,3371,,1098,,554,,1181,,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.256666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814,,1442,,491,,877,,1202,,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.258611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,,2536,,3797,,1853,,1594,,3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.260555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573,,1587,,2235,,614,,2061,,1714,,,,,,,,,,,,,,,,,,,,,,,,,
1.2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,,666,,1464,,2469,,3309,,1778,,,,,,,,,,,,,
1.264444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,,914,,2574,,2043,,2621,,942,
1.266666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,734,,1357,,856,,1958,,686
1.268611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717,,1210,,1680,,968,,1448,,1074,,,,,,,,,,,,
1.270555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,,1770,,1707,,1166,,882,,1054,,,,,,,,,,,,,,,,,,,,,,,,
1.2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722,,4077,,2016,,2061,,1278,,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.274444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,930,,1664,,573,,885,,1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.276666667,,,,,,,,,,,,,,,,,,,,,,,,,,1981,,2554,,1453,,1357,,541,,4810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.278611111,,,,,,,,,,,,,,3478,,418,,1238,,2299,,638,,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.280555556,,1099,,498,,1094,,1072,,573,,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.170277778,334,,477,,531,,579,,1067,,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.172222222,,,,,,,,,,,,,1499,,1157,,1398,,3563,,1338,,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.174166667,,,,,,,,,,,,,,,,,,,,,,,,,702,,3333,,664,,448,,1024,,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.176111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,,1218,,373,,762,,1026,,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.178055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358,,2190,,2574,,1574,,1405,,2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446,,1278,,1640,,666,,1970,,1686,,,,,,,,,,,,,,,,,,,,,,,,,
